Timestamps,Gyro_X,Gyro_Y,Gyro_Z,Label,Delta Time
1.7177514218296484e+18,-0.468531781445,-0.0509609823075,-0.11280623190015,1,13000000000
1.7177514220296484e+18,-0.67202752382,-0.0540014825549999,-0.285470091638,1,13000000000
1.7177514222296484e+18,0.305580079914,0.221426294045,-0.0190896402015,1,13000000000
1.7177514224296484e+18,-0.5215995095699999,-0.8017241902995,-0.6114586342085,1,13000000000
1.7177514226296484e+18,0.4059455753755,-0.2785079274775,-0.5381051115689999,1,13000000000
1.7177514228296484e+18,0.3562604379848499,-1.41697564162,-1.0789943944805,1,13000000000
1.7177514230296484e+18,0.52151787430705,1.0716433476149998,-4.2082927226,1,13000000000
1.7177514232296484e+18,-0.005804407585,-0.617179154224,-2.60325629695,1,13000000000
1.7177514234296484e+18,-0.0176656274074999,0.01724595797,-0.78373593838,1,13000000000
1.7177514236296484e+18,-0.4294204540665,1.4760466012925,-0.4275687221006,1,13000000000
1.7177514238296484e+18,-0.71728601736355,2.62667194595,1.4901680231,1,13000000000
1.7177514240296484e+18,1.8078170419000004,1.5576389432500002,1.58370710912,1,13000000000
1.7177514242296484e+18,1.16583015173,0.4908110726599999,0.4137042060450001,1,13000000000
1.7177514244296484e+18,0.4028742402949999,0.3271733686329999,0.5666937217000001,1,13000000000
1.7177514246296484e+18,-0.314395470377,0.62884693444,0.4955397704545,1,13000000000
1.7177514248296484e+18,0.747593990269,0.90140303972,0.239245466397755,1,13000000000
1.7177514250296484e+18,2.60621853475,5.60383846755,2.3265524506000004,1,13000000000
1.7177514252296484e+18,-0.3034446388157895,5.596735515052632,-2.196671030078947,1,13000000000
1.7177514254296484e+18,-0.5173309400850001,-0.8854396827150002,-3.83871405115,1,13000000000
1.7177514256296484e+18,-0.97576999107,-4.310942804850001,-2.94726889145,1,13000000000
1.7177514258296484e+18,-0.5406889583009999,-1.347178334847,-0.9208493622699002,1,13000000000
1.7177514260296484e+18,0.4291055044244999,-0.1011445781325,-0.8504180403365,1,13000000000
1.7177514262296484e+18,0.071082408005,0.165790833541,-0.11414404308348,1,13000000000
1.7177514264296484e+18,-0.55028433576,-0.262817914511,0.6255451042150001,1,13000000000
1.7177514266296484e+18,-0.5999267961439999,0.2281352253344999,0.6337439495360001,1,13000000000
1.7177514268296484e+18,-0.117435622026,0.075342855508295,0.124517158694,1,13000000000
1.7177514270296484e+18,-0.106521429021,0.012459114002265,0.150250492145,1,13000000000
1.7177514272296484e+18,-0.073510552197,0.0236612020752,0.02652585369025,1,13000000000
1.7177514274296484e+18,-0.2820095449650001,0.00581982444845,-0.0086123321448499,1,13000000000
1.7177514276296484e+18,-0.32069146185,-0.042358985136791,0.09709271399485,1,13000000000
1.7177514278296484e+18,-0.70675690473,-0.275264796605,-0.2089299850645999,1,13000000000
1.7177514280296484e+18,-0.642646789555,-0.2119752787,-0.0843630850235,1,13000000000
1.7177514282296484e+18,-0.5536727413550001,0.09122874799165,0.181828137102,1,13000000000
1.7177514284296484e+18,-0.67969916612,0.1552397115175,0.1465941801609999,1,13000000000
1.7177514286296484e+18,-0.2861309553315789,-0.1720769874452631,0.0706085010295736,1,13000000000
1.7177514288296484e+18,-0.0512689306123,-0.158680209515,0.10093547461715,1,13000000000
1.7177514290296484e+18,0.0524711746579,-0.0214253975622999,-0.0500903753046,1,13000000000
1.7177514292296484e+18,-0.00503589149445,0.02530848684415,-0.040655440205,1,13000000000
1.7177514294296484e+18,0.01589693848545,0.0055076302082,0.0177126565246499,1,13000000000
1.7177514296296484e+18,0.010151901014697,0.0196880785873,0.07458134913395,1,13000000000
1.7177514298296484e+18,0.005428760662015,0.006297397411005,0.1217051521015,1,13000000000
1.7177514300296484e+18,0.014555152378015,0.00155302337395,0.0750266171914999,1,13000000000
1.7177514302296484e+18,0.0128203906986999,0.0292264948597,-0.00784354563855,1,13000000000
1.7177514304296484e+18,-0.0351988677283,0.0051044077153,-0.0214509241049,1,13000000000
1.7177514306296484e+18,0.0047510380855499,-0.0058424108188999,-0.06062095509745,1,13000000000
1.7177514308296484e+18,-0.000737177394365,-0.01746189205435,-0.00658785835915,1,13000000000
1.7177514310296484e+18,0.0156025701427499,-0.0301265321795299,-0.0202601392970999,1,13000000000
1.7177514312296484e+18,0.0035700055306,-0.00068837934,-0.02408941253,1,13000000000
1.7177514314296484e+18,0.03427631966795,0.0113786832073,-0.1055581737404999,1,13000000000
1.7177514316296484e+18,-0.0015826731685999,-0.08639658811,-0.0617956113115,1,13000000000
1.7177514318296484e+18,-0.0125196636661999,-0.28083881984195,-0.39245584085,1,13000000000
1.7177514320296484e+18,0.0508282832166842,0.6704270812826316,-0.3953273751263157,1,13000000000
1.7177514322296484e+18,-0.464492120595,-0.3454078008844999,-0.6892151922,1,13000000000
1.7177514324296484e+18,-0.5493826374499999,0.0983602147525,-0.0995554293004,1,13000000000
1.7177514326296484e+18,-0.84230435791,0.135277599087,-0.1061844109038,1,13000000000
1.7177514328296484e+18,-0.72748509496,0.075496303944,0.2571720564665,1,13000000000
1.7177514330296484e+18,-0.332590843745,-0.1939398191919999,-0.0216419697057,1,13000000000
1.7177514332296484e+18,-0.0927511250711499,-0.17475631311,-0.1440233832460999,1,13000000000
1.7177514334296484e+18,0.16954353615975,0.0823009010855,0.1281543072335,1,13000000000
1.7177514336296484e+18,0.5075071409349998,0.1238328468055,0.0879373349883,1,13000000000
1.7177514338296484e+18,0.4210791021549999,-0.07439161216415,0.0138083355739499,1,13000000000
1.7177514340296484e+18,-0.28353968498005,0.313360029088,0.1212150601186499,1,13000000000
1.7177514342296484e+18,-0.574474987385,0.1740386488725,0.0567656876539999,1,13000000000
1.7177514344296484e+18,-0.3287129189780001,0.1347201341665,0.052240386226,1,13000000000
1.7177514346296484e+18,0.1414325403095,0.08234405676355,0.060798382423525,1,13000000000
1.7177514348296484e+18,0.5086391299999999,0.2472661435749999,0.18699278012,1,13000000000
1.7177514350296484e+18,0.5594062343249999,-0.1472167899660999,0.081674866935,2,13000000000
1.7177514352296484e+18,-0.1079074465714999,-0.3524779927505,-0.380002765365,2,13000000000
1.7177514354296484e+18,-0.6054419937842106,-0.0310661645128947,-0.0379541889847368,2,13000000000
1.7177514356296484e+18,-0.321245050435,-0.1199205313257999,-0.0986421068157499,2,13000000000
1.7177514358296484e+18,0.0086526521529999,-0.12677565204975,-0.11687304078725,2,13000000000
1.7177514360296484e+18,0.17844750596355,0.1148730720404999,0.1078240442999999,2,13000000000
1.7177514362296484e+18,0.52666760534,0.0076240219199999,0.070501138829,2,13000000000
1.7177514364296484e+18,0.40619422793,-0.1293871170929,-0.091565486511,2,13000000000
1.7177514366296484e+18,-0.394584538042,0.0406139782645,-0.0392040178674499,2,13000000000
1.7177514368296484e+18,-0.4701567277299999,-0.08824404968515,0.035024246106,2,13000000000
1.7177514370296484e+18,-0.2517735519465,0.12318189621805,0.0550394677560499,2,13000000000
1.7177514372296484e+18,0.1295081138545,-0.03623259295585,-0.01497387639305,2,13000000000
1.7177514374296484e+18,0.4471968442149999,0.04770957117825,0.0052153348462,2,13000000000
1.7177514376296484e+18,0.41374098063,-0.0839053045691999,0.00554598595655,2,13000000000
1.7177514378296484e+18,-0.1193402846329999,0.0338325629034999,-0.0067958790453499,2,13000000000
1.7177514380296484e+18,-0.4546934172499999,0.033008955891,0.0304309731162,2,13000000000
1.7177514382296484e+18,-0.3000794194649999,-0.02254505143434,0.017194917144785,2,13000000000
1.7177514384296484e+18,0.0090303447985,0.09008590952603,0.031163166462,2,13000000000
1.7177514386296484e+18,0.29939020951228,-0.0690700697253,-0.0899294600915499,2,13000000000
1.7177514388296484e+18,0.4935733330947369,0.0148462360038947,0.0631825217790526,2,13000000000
1.7177514390296484e+18,0.2207030181796999,-0.0234062352227,-0.0049866949906649,2,13000000000
1.7177514392296484e+18,-0.4800948239699998,0.08755095567511,-0.02367286365725,2,13000000000
1.7177514394296484e+18,-0.34239277915,-0.133014582393,-0.0381185670334999,2,13000000000
1.7177514396296484e+18,-0.1100504658125,0.0278228752325,-0.011714337583,2,13000000000
1.7177514398296484e+18,0.15472240941465,-0.0258317412593499,-0.0272527532647999,2,13000000000
1.7177514400296484e+18,0.4236841171899999,0.0387990371325,0.0584734031932499,2,13000000000
1.7177514402296484e+18,0.423087298135,0.0037469575595,0.0492300208819,2,13000000000
1.7177514404296484e+18,-0.2619055498904999,0.06991231829225,-0.0100265402334999,2,13000000000
1.7177514406296484e+18,-0.5358006298500001,-0.1132997550462199,-0.10268203986215,2,13000000000
1.7177514408296484e+18,-0.286984317005,-0.072891788551,-0.0401090701139999,2,13000000000
1.7177514410296484e+18,0.077308429406,0.04909926999105,0.01925075035735,2,13000000000
1.7177514412296484e+18,0.3079433240004999,0.0445200057709,0.0221942391443,2,13000000000
1.7177514414296484e+18,0.4239458680149999,0.0234420670407999,0.1037907059692,2,13000000000
1.7177514416296484e+18,0.313056347201,0.03208999747897,0.0312105291063999,2,13000000000
1.7177514418296484e+18,-0.43928512708,0.0827032064538499,-0.06356209451825,2,13000000000
1.7177514420296484e+18,-0.41076296493,-0.1528364840817,-0.033229406190965,2,13000000000
