Mean Acc_X,Std Dev Acc_X,Min Acc_X,Max Acc_X,Mean Acc_Y,Std Dev Acc_Y,Min Acc_Y,Max Acc_Y,Mean Acc_Z,Std Dev Acc_Z,Min Acc_Z,Max Acc_Z
-0.6063474514796758,0.8946695416958306,-3.080444183304762,1.957920982415,0.22617729979362197,1.7723268501692233,-4.323826057450001,5.18232829285,9.568888670516195,1.728812322870519,4.567130104150001,14.2161922765
