"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.053375080E-3,-4.274872690E-2,2.263346016E-1,-2.232184261E-2
1.608037506E-2,-9.905985743E-2,1.804449558E-1,-9.149093181E-2
2.610837505E-2,-1.571652293E-1,8.386620879E-2,-1.565900445E-1
3.613637504E-2,-2.028043568E-1,-6.423632614E-3,-2.427743673E-1
4.616337502E-2,-2.304410487E-1,-6.969874352E-2,-3.316672146E-1
5.619137501E-2,-2.413281798E-1,-1.164933294E-1,-4.022909701E-1
6.621837511E-2,-2.312899232E-1,-1.686108559E-1,-4.518103004E-1
7.624637510E-2,-1.947856098E-1,-2.435034513E-1,-4.973432422E-1
8.627337508E-2,-1.554722935E-1,-3.098236322E-1,-5.310857296E-1
9.630137507E-2,-1.342275292E-1,-3.712122142E-1,-5.596032739E-1
1.063293751E-1,-1.241003275E-1,-4.768140018E-1,-5.866678953E-1
1.163563750E-1,-1.044427529E-1,-5.652549863E-1,-5.980551839E-1
1.263843750E-1,-5.890376493E-2,-5.936576128E-1,-6.014781594E-1
1.364113750E-1,3.306787461E-2,-5.479212403E-1,-5.901411176E-1
1.464393750E-1,1.449195743E-1,-4.782686532E-1,-5.626572967E-1
1.564673751E-1,2.310119718E-1,-4.267258048E-1,-5.319452286E-1
1.664943751E-1,2.827883661E-1,-3.792954385E-1,-4.987931550E-1
1.765223751E-1,3.141827881E-1,-3.362936974E-1,-4.600472748E-1
1.865493751E-1,3.207767606E-1,-2.855410576E-1,-4.122329056E-1
1.965773751E-1,3.105340302E-1,-2.274193466E-1,-3.647698760E-1
2.066053750E-1,2.736918628E-1,-1.905960888E-1,-3.265766799E-1
2.166323750E-1,2.053746283E-1,-2.182525694E-1,-3.135136962E-1
2.266603750E-1,1.352536082E-1,-2.574769557E-1,-2.960492074E-1
2.366873750E-1,8.465006948E-2,-2.099939585E-1,-2.577887774E-1
2.467153751E-1,3.597814217E-2,-8.621369302E-2,-1.810127795E-1
2.567433751E-1,-1.334671490E-2,2.489526756E-2,-1.011466607E-1
2.667703751E-1,-1.294564269E-2,7.269768417E-2,-4.615611583E-2
2.767983751E-1,-2.467024326E-2,4.978948087E-2,-7.756792009E-2
2.868253750E-1,-7.032348216E-2,2.871428803E-2,-1.354544014E-1
2.968533750E-1,-9.265446663E-2,3.219198063E-2,-1.706286669E-1
3.068813750E-1,-1.189704910E-1,-4.914108198E-3,-2.351014018E-1
3.169083750E-1,-3.523879647E-1,-2.836630046E-1,-5.257614851E-1
3.269363750E-1,-5.890393853E-1,-5.741877556E-1,-8.248536587E-1
