Timestamps,Acc_X,Acc_Y,Acc_Z,Label,Set_Time
1.7177476384171323e+18,0.6625793021095239,1.7499466813809523,9.62005926952381,1,16000000000.0
1.7177476386171323e+18,0.5725443878149999,1.8656528549,9.58930643455,1,16000000000.0
1.7177476388171323e+18,0.50585057832,1.83850680535,9.6280159378,1,16000000000.0
1.7177476390171323e+18,0.39491626739,1.8399812392500003,9.58215879825,1,16000000000.0
1.7177476392171323e+18,0.2827245712255,2.5221651306000004,9.61310694075,1,16000000000.0
1.7177476394171323e+18,0.93982811735,3.06437509935,8.765150276349999,1,16000000000.0
1.7177476396171323e+18,1.0186167755300002,2.6141189117999994,9.2863140105,1,16000000000.0
1.7177476398171323e+18,0.7113992091380952,2.9895047215238097,9.396752210380953,1,16000000000.0
1.7177476400171323e+18,-0.072389465357,4.45472884365,7.6190735549,1,16000000000.0
1.7177476402171323e+18,0.0301473083579499,4.52462599185,7.634686088500001,1,16000000000.0
1.7177476404171323e+18,1.27402315528,3.2793730088000004,9.803623260499998,1,16000000000.0
1.7177476406171323e+18,1.021236328185,2.1135673142,10.2615509946,1,16000000000.0
1.7177476408171323e+18,0.696935714706,2.4296425323000004,11.7695376205,1,16000000000.0
1.7177476410171323e+18,0.8187823333450002,2.75428742985,10.3011810829,1,16000000000.0
1.7177476412171323e+18,0.5337899780285715,3.866858825761904,8.165163312523807,1,16000000000.0
1.7177476414171323e+18,0.3654051361095,5.34990481575,6.774874076849999,1,16000000000.0
1.7177476416171323e+18,0.573008422839,5.557987106299999,6.4256951981,1,16000000000.0
1.7177476418171323e+18,0.882527275095,4.49168698875,7.7366241074,1,16000000000.0
1.7177476420171323e+18,0.96048516078,2.4593108369,9.64222888255,1,16000000000.0
1.7177476422171323e+18,0.5293816452119999,1.63085861215,10.57613681,1,16000000000.0
1.7177476424171323e+18,1.5046859892950002,1.8529891891,11.6406855705,1,16000000000.0
1.7177476426171323e+18,1.1127431815000002,2.0331363569047616,10.212256360619048,1,16000000000.0
1.7177476428171323e+18,1.213436645555,3.16215177155,9.5442276762,1,16000000000.0
1.7177476430171323e+18,0.5256918182300001,4.065388481049999,7.645313987749999,1,16000000000.0
1.7177476432171323e+18,0.2152972869805,5.606014732300001,6.313683128349999,1,16000000000.0
1.7177476434171323e+18,0.3451223144585,5.2227442475500006,6.483138244599999,1,16000000000.0
1.7177476436171323e+18,1.2741878127750002,3.81177088165,8.67396739195,1,16000000000.0
1.7177476438171323e+18,1.451224662855,2.0858973541500005,10.39255856235,1,16000000000.0
1.7177476440171323e+18,1.265408569335,1.8384843521,10.54506143075,1,16000000000.0
1.7177476442171323e+18,0.9986090960619046,2.1746777343809525,11.31438589952381,1,16000000000.0
1.7177476444171323e+18,0.6365063781699998,2.6554329985500003,9.80416214,1,16000000000.0
1.7177476446171323e+18,0.2929632797303501,3.78979657745,8.996860931399999,1,16000000000.0
1.7177476448171323e+18,0.0363968124385,4.7376405259,7.1232670899,1,16000000000.0
1.7177476450171323e+18,-0.0343385925325,5.9042695082000005,6.1518696212,1,16000000000.0
1.7177476452171323e+18,0.35697766122529,5.08942398835,6.4784904098,1,16000000000.0
1.7177476454171323e+18,0.8303682402522501,3.1299163055,9.4386597063,1,16000000000.0
1.7177476456171323e+18,0.9795273481190476,2.0548412215238097,10.386501159714284,1,16000000000.0
1.7177476458171323e+18,1.69850294498,2.0859946518,11.095115089,1,16000000000.0
1.7177476460171323e+18,1.299066078215,2.41387282555,10.51180808275,1,16000000000.0
1.7177476462171323e+18,0.7406747589049999,3.35234626,9.673491371150002,1,16000000000.0
1.7177476464171323e+18,1.2838951263000002,3.94101212295,8.58133252715,1,16000000000.0
1.7177476466171323e+18,0.8019348678650001,4.96955326095,7.062493469350002,1,16000000000.0
1.7177476468171323e+18,0.448474891662,5.79977929685,5.99112638855,1,16000000000.0
1.7177476470171323e+18,0.9430033003142858,4.633985007142858,7.33352129252381,1,16000000000.0
1.7177476472171323e+18,1.21228404239,3.3227303467,9.279001716300002,1,16000000000.0
1.7177476474171323e+18,1.7385671310599995,1.5637830964,10.3814142373,1,16000000000.0
1.7177476476171323e+18,1.96170062255,0.9865684204449998,11.3946497045,1,16000000000.0
1.7177476478171323e+18,1.070678512605,1.4336661758,9.752107887799998,1,16000000000.0
1.7177476480171323e+18,1.43096429455,3.24460780325,10.00563567395,1,16000000000.0
1.7177476482171323e+18,1.7596283341,3.7112249679,8.9026243972,1,16000000000.0
1.7177476484171323e+18,2.0206330719,4.26805204005,8.12583723455,1,16000000000.0
1.7177476486171323e+18,1.1608930533238098,5.594758497,6.451227460571429,1,16000000000.0
1.7177476488171323e+18,0.61635827637415,5.48067288215,6.457017562900001,1,16000000000.0
1.7177476490171323e+18,0.90151528937,4.48855101005,7.547814239450001,1,16000000000.0
1.7177476492171323e+18,2.3108795013,3.8434001083,9.0822508624,1,16000000000.0
1.7177476494171323e+18,1.725364585901,1.944553779635,11.2424237602,1,16000000000.0
1.7177476496171323e+18,1.107906097405,1.201192108155,9.99897452615,1,16000000000.0
1.7177476498171323e+18,0.3283347244285,0.76597963714,9.723487403799998,1,16000000000.0
1.7177476500171323e+18,0.8220833260666667,1.141968122195238,9.711540461857144,1,16000000000.0
1.7177476502171323e+18,0.4643643493549999,1.091051147495,9.72944501535,1,16000000000.0
1.7177476504171323e+18,0.4223467254645,0.99584163667,9.678895134049998,1,16000000000.0
1.7177476506171323e+18,0.42730142212375,1.0301877137950002,9.76459192655,1,16000000000.0
1.7177476508171323e+18,0.36724630738,0.96930931092,9.728412162800002,1,16000000000.0
1.7177476510171323e+18,0.5530923385700001,1.0012977905049998,9.76013120275,1,16000000000.0
1.7177476512171323e+18,0.3781735839699999,0.9953326950450002,9.734122787500002,1,16000000000.0
1.7177476514171323e+18,0.5547107587571428,0.979933646095238,9.730536673428572,1,16000000000.0
1.7177476516171323e+18,0.33367112732,1.06168970488,9.692097679150002,1,16000000000.0
1.7177476518171323e+18,0.4823644180299999,0.95324022669,9.7646068955,1,16000000000.0
1.7177476520171323e+18,0.2344349899327499,0.962745460505,9.6813200913,1,16000000000.0
1.7177476522171323e+18,0.293120452885,0.8633521499850001,9.760685050949998,1,16000000000.0
1.7177476524171323e+18,0.33216675568,1.0061102829,9.730238365199998,1,16000000000.0
1.7177476526171323e+18,0.403770355215,0.917240089415,9.734878715650002,1,16000000000.0
1.7177476528171323e+18,0.41706271361,0.94288925172,9.7435606613,1,16000000000.0
1.7177476530171323e+18,0.2621691022571428,0.9131938607333334,9.753752681190475,1,16000000000.0
1.7177476532171323e+18,0.358399703975,0.9529633025750002,9.76011623395,1,16000000000.0
1.7177476534171323e+18,0.33056508636,0.97447357177,9.736802215650002,1,16000000000.0
1.7177476536171323e+18,0.2644625473099999,0.9815763015700002,9.7236445771,1,16000000000.0
1.7177476538171323e+18,0.340654106145,0.99578176113,9.7071638488,1,16000000000.0
1.7177476540171323e+18,0.2658920745850001,0.994576766935,9.70906489565,1,16000000000.0
1.7177476542171323e+18,0.34538426971,0.98298337558,9.72547077945,1,16000000000.0
1.7177476544171323e+18,0.3022714233380952,0.9273216247571427,9.75613344457143,1,16000000000.0
1.7177476584171323e+18,0.3957694931178999,1.7847685547049998,10.972789468,2,13800000000.0
1.7177476586171323e+18,0.4633838882057001,4.208303787249999,9.85428540805,2,13800000000.0
1.7177476588171323e+18,0.7929938180119048,4.83199467252381,8.354227295000001,2,13800000000.0
