Timestamps,Acc_X_cleaned,Acc_Y_cleaned,Acc_Z_cleaned,Gyro_X_cleaned,Gyro_Y_cleaned,Gyro_Z_cleaned,Label
1717708757657000000,-8.409459937949999,4.794424941999999,-1.608390335115,0.0876867512234999,0.3941282693183,-0.69948558957,1.0
1717708757663000000,-8.409459937949999,4.794424941999999,-1.608390335115,0.0876867512234999,0.3941282693183,-0.69948558957,1.0
1717708757857000000,-8.10120595575,5.78165947725,-0.4612508240085001,0.05336032018725,0.70324600336,0.13155076577565,1.0
1717708757863000000,-8.10120595575,5.78165947725,-0.4612508240085001,0.05336032018725,0.70324600336,0.13155076577565,1.0
1717708758257000000,-5.48904048145,2.86982466885,0.913078742956,0.1328855947515,-0.65784069821,-0.6647876157900001,1.0
1717708758263000000,-5.48904048145,2.86982466885,0.913078742956,0.1328855947515,-0.65784069821,-0.6647876157900001,1.0
1717708758457000000,-8.2443008882,1.78121344758,1.2093276900839998,0.0178660329534999,-0.7605989036209999,-0.1404921796095,1.0
1717708758463000000,-8.2443008882,1.78121344758,1.2093276900839998,0.0178660329534999,-0.7605989036209999,-0.1404921796095,1.0
1717708758657000000,-8.989578574450002,3.056029952945,2.30724206541,0.0596806408793,0.1304964676535,0.0288332117745,1.0
1717708758663000000,-8.989578574450002,3.056029952945,2.30724206541,0.0596806408793,0.1304964676535,0.0288332117745,1.0
1717708758857000000,-11.200533370949998,4.4457475203,2.7672355042000003,0.0269565878414,-0.1779259071995,-0.06562452596135,1.0
1717708758863000000,-11.200533370949998,4.4457475203,2.7672355042000003,0.0269565878414,-0.1779259071995,-0.06562452596135,1.0
1717708759057000000,-10.3594399337,3.6895126190000007,2.99505425265,0.0585872974211,0.003408962994,-0.0011262608678,1.0
1717708759063000000,-10.3594399337,3.6895126190000007,2.99505425265,0.0585872974211,0.003408962994,-0.0011262608678,1.0
1717708759257000000,-8.73095388805,3.8742210158,2.47704895015,0.01530357904145,0.196241593178,-0.0481877051642,1.0
1717708759263000000,-8.73095388805,3.8742210158,2.47704895015,0.01530357904145,0.196241593178,-0.0481877051642,1.0
1717708759457000000,-8.135567001350001,1.9989880828935,1.2813055115450005,-0.07874798528065,0.0195646052034999,-0.6372498288749999,1.0
1717708759463000000,-8.135567001350001,1.9989880828935,1.2813055115450005,-0.07874798528065,0.0195646052034999,-0.6372498288749999,1.0
1717708759657000000,-6.3841191559,1.116573074345,1.998232154775,-0.0029071548945,-0.0402940377225,0.3171028543219999,1.0
1717708759663000000,-6.3841191559,1.116573074345,1.998232154775,-0.0029071548945,-0.0402940377225,0.3171028543219999,1.0
1717708759857000000,-9.3127116164,2.65637603765,1.487239769045,-0.213203018522,0.2092877679515,0.006569215330548,1.0
1717708759863000000,-9.3127116164,2.65637603765,1.487239769045,-0.213203018522,0.2092877679515,0.006569215330548,1.0
1717708760057000000,-9.19680764005,1.691048446655,1.82807350156,0.0071071595416499,0.0668949061945,-0.04477899508445,1.0
1717708760063000000,-9.19680764005,1.691048446655,1.82807350156,0.0071071595416499,0.0668949061945,-0.04477899508445,1.0
1717708760257000000,-10.9269173585,2.5740098190500005,2.23085591125,0.1176962278694999,-0.140936768061,-0.066909010905,1.0
1717708760263000000,-10.9269173585,2.5740098190500005,2.23085591125,0.1176962278694999,-0.140936768061,-0.066909010905,1.0
1717708760457000000,-11.056134965263157,2.2123047517894734,2.606080627368421,0.0733863538016842,-0.1144505603678052,0.0342919549979999,1.0
1717708760463000000,-11.056134965263157,2.2123047517894734,2.606080627368421,0.0733863538016842,-0.1144505603678052,0.0342919549979999,1.0
1717708760657000000,-9.73237891375,2.45569585435,2.4910822677000004,-0.029212130907165,-0.0548572886282999,0.107088728360205,1.0
1717708760663000000,-9.73237891375,2.45569585435,2.4910822677000004,-0.029212130907165,-0.0548572886282999,0.107088728360205,1.0
1717708760857000000,-7.97191980745,2.5035438537,1.7396523743,-0.0071566662187,0.4193751805465,0.1311290111415,1.0
1717708760863000000,-7.97191980745,2.5035438537,1.7396523743,-0.0071566662187,0.4193751805465,0.1311290111415,1.0
1717708761057000000,-8.6488196869,2.59426270295,1.11078760524,-0.0353296163997,0.0099241947784999,-0.0519792440254999,1.0
1717708761063000000,-8.6488196869,2.59426270295,1.11078760524,-0.0353296163997,0.0099241947784999,-0.0519792440254999,1.0
1717708761257000000,-7.214981368999998,2.2664294357,1.177825698925,-0.0241932163946,0.0426651482944,0.0227669419245,1.0
1717708761263000000,-7.214981368999998,2.2664294357,1.177825698925,-0.0241932163946,0.0426651482944,0.0227669419245,1.0
1717708761457000000,-8.63703170015,2.2968087616000004,1.277832733085,0.00597680900365,-0.0064658166063499,-0.0099190135575,1.0
1717708761463000000,-8.63703170015,2.2968087616000004,1.277832733085,0.00597680900365,-0.0064658166063499,-0.0099190135575,1.0
1717708761657000000,-10.1517393505,2.63503042605,1.692223503045,0.0251487774775,-0.109983739861,-0.076173771759355,1.0
1717708761663000000,-10.1517393505,2.63503042605,1.692223503045,0.0251487774775,-0.109983739861,-0.076173771759355,1.0
1717708761857000000,-11.450521019,2.61782370755,2.1119057693000003,0.06435378116585,-0.0600645849495,-0.0285322590169999,1.0
1717708761863000000,-11.450521019,2.61782370755,2.1119057693000003,0.06435378116585,-0.0600645849495,-0.0285322590169999,1.0
1717708762057000000,-10.5370680535,2.41998760985,2.1265153885,0.05037981211162,-0.1123767165754499,-0.1535850432083,1.0
1717708762063000000,-10.5370680535,2.41998760985,2.1265153885,0.05037981211162,-0.1123767165754499,-0.1535850432083,1.0
1717708762257000000,-9.05129523475,1.98184872445,2.0535870436500003,0.0426305347076999,0.025426195400705,0.056279811634,1.0
1717708762263000000,-9.05129523475,1.98184872445,2.0535870436500003,0.0426305347076999,0.025426195400705,0.056279811634,1.0
1717708762457000000,-7.654774314849999,2.4614588699499995,1.273050178475,-0.1126733642078,0.35781538188,0.0963074272455,1.0
1717708762463000000,-7.654774314849999,2.4614588699499995,1.273050178475,-0.1126733642078,0.35781538188,0.0963074272455,1.0
1717708762657000000,-9.26612100215,2.48550636295,0.88351522069,-0.152741234847,0.11597422634935,-0.1159617728979,1.0
1717708762663000000,-9.26612100215,2.48550636295,0.88351522069,-0.152741234847,0.11597422634935,-0.1159617728979,1.0
1717708762857000000,-8.1215636215,2.1405412217000004,0.817128272995,0.013346019063735,-0.0746627716575,0.0114578516709999,1.0
1717708762863000000,-8.1215636215,2.1405412217000004,0.817128272995,0.013346019063735,-0.0746627716575,0.0114578516709999,1.0
1717708763057000000,-8.3753907851,2.2299053879,1.16210089876,0.026590678697265,-0.2349990258919999,-0.03294170470695,1.0
1717708763063000000,-8.3753907851,2.2299053879,1.16210089876,0.026590678697265,-0.2349990258919999,-0.03294170470695,1.0
1717708763257000000,-9.6351710588,1.8888471220500005,2.0105964431499994,0.0378505363255,-0.1047169038342999,-0.1130597386614999,1.0
1717708763263000000,-9.6351710588,1.8888471220500005,2.0105964431499994,0.0378505363255,-0.1047169038342999,-0.1130597386614999,1.0
1717708763457000000,-11.568842467999998,1.93855874625,2.4620351716,0.11267720871,-0.0883543454457499,0.118068016786,1.0
1717708763463000000,-11.568842467999998,1.93855874625,2.4620351716,0.11267720871,-0.0883543454457499,0.118068016786,1.0
1717708763657000000,-10.36061499115,2.2164184343,2.2407877579,-0.00394091620135,0.07172129998381,-0.1739883653865,1.0
1717708763663000000,-10.36061499115,2.2164184343,2.2407877579,-0.00394091620135,0.07172129998381,-0.1739883653865,1.0
1717708763857000000,-9.564263511,1.8957552566,1.453380180265,-0.0579610388735,0.409848821155,0.0509810654514999,1.0
1717708763863000000,-9.564263511,1.8957552566,1.453380180265,-0.0579610388735,0.409848821155,0.0509810654514999,1.0
1717708764057000000,-8.395284416149998,1.857869041455,0.933975288405,-0.05130221492095,0.07585241439925,0.115143668729915,1.0
1717708764063000000,-8.395284416149998,1.857869041455,0.933975288405,-0.05130221492095,0.07585241439925,0.115143668729915,1.0
1717708764257000000,-8.886293357799998,2.0869302062,0.7395670623800001,0.0259400277573,-0.06072939378505,0.0068449984485499,1.0
1717708764263000000,-8.886293357799998,2.0869302062,0.7395670623800001,0.0259400277573,-0.06072939378505,0.0068449984485499,1.0
1717708764457000000,-8.540228004399998,2.5013958207,0.808176887515,0.02324153725105,0.016553499270129,0.0319634418919,1.0
1717708764463000000,-8.540228004399998,2.5013958207,0.808176887515,0.02324153725105,0.016553499270129,0.0319634418919,1.0
1717708764657000000,-8.084133956799999,2.36835997005,0.918946540875,0.0093014249578,-0.16752160169655,-0.02726244768115,1.0
1717708764663000000,-8.084133956799999,2.36835997005,0.918946540875,0.0093014249578,-0.16752160169655,-0.02726244768115,1.0
1717708764857000000,-9.51721674068421,2.027777950894737,1.5368147036473685,0.0134467219960736,-0.0592825643153157,-0.0578646815399947,1.0
1717708764863000000,-9.51721674068421,2.027777950894737,1.5368147036473685,0.0134467219960736,-0.0592825643153157,-0.0578646815399947,1.0
1717708765057000000,-11.1128906245,1.8296452331,1.8408718872,0.0152184996771899,-0.1418625200129999,-0.0426425602752,1.0
1717708765063000000,-11.1128906245,1.8296452331,1.8408718872,0.0152184996771899,-0.1418625200129999,-0.0426425602752,1.0
1717708765257000000,-10.5780827635,2.11363467405,1.63451101695,-0.0583204174112999,0.0315778783959999,-0.02160102659715,1.0
1717708765263000000,-10.5780827635,2.11363467405,1.63451101695,-0.0583204174112999,0.0315778783959999,-0.02160102659715,1.0
1717708765457000000,-10.7177947305,1.8009573899499998,1.97034514625,0.0544624634309999,-0.139839452173,-0.2501606116145,1.0
1717708765463000000,-10.7177947305,1.8009573899499998,1.97034514625,0.0544624634309999,-0.139839452173,-0.2501606116145,1.0
1717708765657000000,-8.172891884150001,1.0005194091499998,2.01207087705,0.098539897988,-0.1604326045079999,0.0976740360325,1.0
1717708765663000000,-8.172891884150001,1.0005194091499998,2.01207087705,0.098539897988,-0.1604326045079999,0.0976740360325,1.0
1717708765857000000,-8.7226386794,2.18954182445,2.0089573517,-0.2250931576,0.2092224642145,-0.07570836571965,1.0
1717708765863000000,-8.7226386794,2.18954182445,2.0089573517,-0.2250931576,0.2092224642145,-0.07570836571965,1.0
1717708766057000000,-9.2276510011,1.1834989013495,1.4244004440275002,-0.53355374187,0.5222857953960001,-0.45837553478,1.0
1717708766063000000,-9.2276510011,1.1834989013495,1.4244004440275002,-0.53355374187,0.5222857953960001,-0.45837553478,1.0
1717708766257000000,-8.0731991958,1.3037588195219998,0.3611090698311,0.3244910411296,-0.413073660056,0.254013261186,1.0
1717708766263000000,-8.0731991958,1.3037588195219998,0.3611090698311,0.3244910411296,-0.413073660056,0.254013261186,1.0
1717708766457000000,-12.14407376855,1.7030235443204995,0.35244957731,0.1239917079145999,0.8082408748525,0.0142681224965499,1.0
1717708766463000000,-12.14407376855,1.7030235443204995,0.35244957731,0.1239917079145999,0.8082408748525,0.0142681224965499,1.0
1717708766657000000,-9.62822550195,-0.2777174835200001,0.955620277423,0.3497499100939999,-0.6719860400970001,-0.08085136156,1.0
1717708766663000000,-9.62822550195,-0.2777174835200001,0.955620277423,0.3497499100939999,-0.6719860400970001,-0.08085136156,1.0
1717708766857000000,-8.0416148759,0.9598340148865,2.735770935000001,-0.1283439872839999,0.0048648069615,0.3884112130814999,1.0
1717708766863000000,-8.0416148759,0.9598340148865,2.735770935000001,-0.1283439872839999,0.0048648069615,0.3884112130814999,1.0
1717708767057000000,-9.7763799132,2.81318245695,1.3183160476484996,-0.5919182852,0.571038114285,0.3663640223475001,1.0
1717708767063000000,-9.7763799132,2.81318245695,1.3183160476484996,-0.5919182852,0.571038114285,0.3663640223475001,1.0
