"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717587899453296E9,"2024-06-05 13:44:59.453 UTC+02:00"
"PAUSE",5.139704424999945E1,1.717587950849562E9,"2024-06-05 13:45:50.850 UTC+02:00"
