Timestamps,Acc_X,Acc_Y,Acc_Z,Label,Delta Time
1.7178483627768934e+18,0.2521470860042857,1.9439860316666664,9.642804826380951,1,11000000000
1.7178483629768934e+18,0.2391277313226,1.96402079775,9.73365126775,1,11000000000
1.7178483631768934e+18,0.0086071014542499,0.13428575129,10.18430413055,1,11000000000
1.7178483633768934e+18,-0.512803619475,-1.7062717895630002,8.908776604100002,1,11000000000
1.7178483635768934e+18,0.92489666745,-0.5263729019055001,10.94260473675,1,11000000000
1.7178483637768934e+18,3.6069443207,2.3921380233650003,8.901149963349999,1,11000000000
1.7178483639768934e+18,7.045181968750001,3.9078860092,6.9628382033500005,1,11000000000
1.7178483641768934e+18,4.6837226487,6.99966911315,4.66223483277,1,11000000000
1.7178483643768934e+18,0.6324348449900001,9.15618960575,1.561859596105,1,11000000000
1.7178483645768934e+18,0.2206935653841,10.04477179025,1.1090287628030002,1,11000000000
1.7178483647768934e+18,-1.054878868144,9.0055877838,-0.331964675921,1,11000000000
1.7178483649768934e+18,-0.623925041153,10.034705223,-0.49505053713,1,11000000000
1.7178483651768934e+18,-0.6032829666039998,10.27756020335,-0.271161117553,1,11000000000
1.7178483653768934e+18,-1.2202849044145,9.6990432357,-0.7085440750673999,1,11000000000
1.7178483655768934e+18,-2.1218525849,8.330588950949998,-2.4421789627,1,11000000000
1.7178483657768934e+18,-0.7149956588209498,10.45473925865,-1.2626617813685002,1,11000000000
1.7178483659768934e+18,-1.2574151915849998,8.7046835172,-2.9907581863000003,1,11000000000
1.7178483661768934e+18,-1.3004656678299995,10.1919906466,-1.66342339329,1,11000000000
1.7178483663768934e+18,-0.7839347992319999,9.3453063352,-1.33851654045,1,11000000000
1.7178483665768934e+18,-0.0789982223704999,9.83071691795,-0.8679925002949999,1,11000000000
1.7178483667768934e+18,-0.1437535629225,9.9510591656,0.2343900833385,1,11000000000
1.7178483669768934e+18,-0.343947257935,9.0748936611,2.4190745086635,1,11000000000
1.7178483671768934e+18,0.8635093231525002,8.4855616837,3.6198325196,1,11000000000
1.7178483673768934e+18,0.2731594619714999,7.99568289185,5.6374867859,1,11000000000
1.7178483675768934e+18,0.4934264144954,7.4679627916,7.578193565350001,1,11000000000
1.7178483677768934e+18,0.9115294647225,5.126322257899999,8.36464313505,1,11000000000
1.7178483679768934e+18,1.01411862945,1.46908252711,9.8316898961,1,11000000000
1.7178483681768934e+18,0.8290734328899999,1.009208839389,9.70517298875,1,11000000000
1.7178483683768934e+18,-0.4581298141484999,1.395600334145,9.759450118699998,1,11000000000
1.7178483685768934e+18,-0.2642529830875,2.2918316116,9.646921623050002,1,11000000000
1.7178483687768934e+18,0.0486338652985,1.94676917255,9.9920065157,1,11000000000
1.7178483689768934e+18,2.096383049,2.1134475632000003,9.239925476100002,1,11000000000
1.7178483691768934e+18,2.26553130335,2.9637693100000004,8.96459552755,1,11000000000
1.7178483693768934e+18,1.5632666702265,2.698109253,9.99665435015,1,11000000000
1.7178483695768934e+18,0.42404569244,2.679143692,9.29569200895,1,11000000000
1.7178483697768934e+18,0.3454174150762857,2.3523083496666666,9.465844247095236,1,11000000000
1.7178483699768934e+18,0.149089965808,1.8803522873000005,9.15922080235,1,11000000000
1.7178483701768934e+18,0.664213760421,2.5290957183500007,7.833315536549999,1,11000000000
1.7178483703768934e+18,0.48334487919,3.04284986115,8.703845260700001,1,11000000000
1.7178483705768934e+18,0.4229005737289,2.906543312,9.43886178575,1,11000000000
1.7178483707768934e+18,0.8113802261415,2.77473490905,10.84136277065,1,11000000000
1.7178483709768934e+18,1.0023231582299998,2.9753327637000004,11.4069166955,1,11000000000
1.7178483711768934e+18,0.633018631015,2.8245438308,10.462343443800002,1,11000000000
1.7178483713768934e+18,0.147660438543,2.73070397175,9.515023407,1,11000000000
1.7178483715768934e+18,0.33499587250425,3.0043873444,7.80162643435,1,11000000000
1.7178483717768934e+18,0.0807870025555,3.3097149124,6.716308364850001,1,11000000000
1.7178483719768934e+18,0.0962498474059999,2.6433007279000007,8.307080337550001,1,11000000000
1.7178483721768934e+18,0.2348690872145,2.1797746354000003,10.31635203595,1,11000000000
1.7178483723768934e+18,0.629051879908,2.38461616525,11.5871044925,1,11000000000
1.7178483725768934e+18,0.310888504035,2.58267679595,10.923369736500002,1,11000000000
1.7178483727768934e+18,0.105103935231,2.6507701948999998,10.2905606686,1,11000000000
1.7178483729768934e+18,0.5151088256284999,2.8881615371,8.860487021949998,1,11000000000
1.7178483731768934e+18,0.3904929656844999,2.87248164375,6.881429992700001,1,11000000000
1.7178483733768934e+18,0.3423081665072,2.83994680015,7.646623764050001,1,11000000000
1.7178483735768934e+18,0.446910644568,2.18927986905,9.71289692635,1,11000000000
1.7178483737768934e+18,-0.2301838302594999,2.4401282272,11.55023616,1,11000000000
1.7178483739768934e+18,0.322040313723,2.9496386948,11.358649566,2,200000000
1.7178483741768934e+18,0.6798262939349999,2.7558217392000004,9.7695092014,2,200000000
1.7178483773768934e+18,0.587348602305,3.61969031525,10.27917684155,3,6400000000
1.7178483775768934e+18,0.5814882888694999,3.647240524299999,8.68106263755,3,6400000000
1.7178483777768934e+18,0.3511547699045,3.16661997985,7.104623359750001,3,6400000000
1.7178483779768934e+18,0.0815803527935,3.5420692291500004,8.618380485500001,3,6400000000
1.7178483781768934e+18,0.044143203731,3.597977966300001,6.7541047668,3,6400000000
1.7178483783768934e+18,-0.054883369451,3.8255946350000007,8.96787371035,3,6400000000
1.7178483785768934e+18,0.1322724380021,4.613511154149999,8.530902397,3,6400000000
1.7178483787768934e+18,1.3587095489515002,1.1755429458545,12.65493143475,3,6400000000
1.7178483789768934e+18,-0.176602752665,-0.6618486785341,10.047271591550002,3,6400000000
1.7178483791768934e+18,-0.1341660003699999,0.4138743438859,9.77538448315,3,6400000000
1.7178483793768934e+18,0.2451601867685,0.32903077698565,9.74623260495,3,6400000000
1.7178483795768934e+18,0.0025222549418999,0.36155065155,9.83287992105,3,6400000000
1.7178483797768934e+18,-0.0336724777241,0.232878227235,9.83344125365,3,6400000000
1.7178483799768934e+18,-0.0008158035276,0.1861229553184999,9.8237713624,3,6400000000
1.7178483801768934e+18,-0.01807491302396,0.171416038505,9.8195426559,3,6400000000
1.7178483803768934e+18,-0.06090085602305,0.098996635437,9.8850539245,3,6400000000
1.7178483805768934e+18,-0.0095576248163499,0.2210603027375,9.80796423335,3,6400000000
1.7178483807768934e+18,-0.0867446136483,0.2394869842549999,9.8117887802,3,6400000000
1.7178483809768934e+18,-0.059905426025,0.303553756725,9.8228358078,3,6400000000
1.7178483811768934e+18,-0.1126781845065,0.369768562315,9.799873558,3,6400000000
1.7178483813768934e+18,-0.0946332092314999,0.39194494628,9.7829063416,3,6400000000
1.7178483815768934e+18,-0.0897383880625,0.348729812615,9.7825994797,3,6400000000
1.7178483817768934e+18,-0.12388238525,0.28580815887,9.838627967849998,3,6400000000
1.7178483819768934e+18,-0.0949999465885,0.2625540161,9.8210994187,3,6400000000
1.7178483821768934e+18,-0.0573906555206499,0.22186113739,9.8214586716,3,6400000000
1.7178483823768934e+18,-0.074979080206,0.187679718005,9.83095642095,3,6400000000
1.7178483825768934e+18,-0.0684751052849999,0.175786949165,9.83396516415,3,6400000000
1.7178483827768934e+18,-0.06364764404675,0.179746215825,9.8405364991,3,6400000000
1.7178483829768934e+18,-0.0951646041894999,0.238993011475,9.8297813645,3,6400000000
1.7178483831768934e+18,-0.0807944870011,0.3154465255749999,9.8252008895,3,6400000000
1.7178483833768934e+18,-0.131269523624,0.385755317675,9.811773811400002,3,6400000000
1.7178483835768934e+18,-0.12558883667345,0.424981246955,9.778280960100002,3,6400000000
1.7178483837768934e+18,-0.1210055106104761,0.4107387215809523,9.814262564523808,3,6400000000
