"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717715952452736E9,"2024-06-07 01:19:12.453 UTC+02:00"
"PAUSE",8.730981116666663E1,1.717716039762364E9,"2024-06-07 01:20:39.762 UTC+02:00"
