Mean Gyro_X,Std Dev Gyro_X,Min Gyro_X,Max Gyro_X,Mean Gyro_Y,Std Dev Gyro_Y,Min Gyro_Y,Max Gyro_Y,Mean Gyro_Z,Std Dev Gyro_Z,Min Gyro_Z,Max Gyro_Z
0.00508530928800236,0.3545860807522884,-0.8819589912949999,0.7617149144350001,0.002293434444881545,0.1362481508405141,-0.5077369859450002,0.3336770162099999,0.0008948811631608385,0.057339389859367686,-0.1633980967109999,0.2069977518338095
