"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717763317878633E9,"2024-06-07 14:28:37.879 UTC+02:00"
"PAUSE",3.218450870833112E1,1.717763350063031E9,"2024-06-07 14:29:10.063 UTC+02:00"
