"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.006233334E-2,-4.479456544E-1,-3.546726108E-1,-1.511187255E-1
5.009133334E-2,-2.185129970E-1,-3.122636378E-1,-1.760954410E-1
6.012033334E-2,-1.178644300E-1,-1.793771982E-1,-1.530659497E-1
7.014933333E-2,-1.397777200E-1,-2.934215404E-2,-8.726029843E-2
8.017933334E-2,-2.471056730E-1,9.616154432E-2,-3.383296728E-2
9.020833333E-2,-3.850781918E-1,1.929805130E-1,-1.304326765E-2
1.002373333E-1,-5.306791067E-1,2.509757578E-1,-2.186499070E-3
1.102663333E-1,-6.642680764E-1,2.576850653E-1,-2.168389503E-3
1.202963333E-1,-7.709224820E-1,2.157068253E-1,-4.138578475E-2
1.303253333E-1,-8.241675496E-1,1.656971872E-1,-1.213882118E-1
1.403543333E-1,-8.215696812E-1,1.707259417E-1,-2.141699493E-1
1.503833333E-1,-7.662457228E-1,1.467718631E-1,-2.561677396E-1
1.604133333E-1,-6.544778943E-1,4.727236927E-2,-2.485942096E-1
1.704423333E-1,-4.971164763E-1,-1.187794507E-1,-2.394526452E-1
1.804713333E-1,-3.444056213E-1,-2.479433417E-1,-2.383335680E-1
1.905003333E-1,-2.622479200E-1,-3.065725565E-1,-1.970910579E-1
2.005303333E-1,-2.864479721E-1,-3.078203797E-1,-1.161311939E-1
2.105593333E-1,-3.756284714E-1,-2.772310376E-1,-2.751770429E-2
2.205883333E-1,-4.688021839E-1,-2.346530408E-1,2.798163332E-2
2.306183333E-1,-5.473718047E-1,-1.945413053E-1,3.489733115E-2
2.406473333E-1,-6.269258857E-1,-1.937839240E-1,-2.391103096E-2
2.506763333E-1,-6.932050586E-1,-2.432819605E-1,-1.403628141E-1
2.607049167E-1,-7.484449148E-1,-2.996408045E-1,-2.999069393E-1
2.707349167E-1,-8.311808109E-1,-1.793034673E-1,-4.074656367E-1
2.807639167E-1,-9.719403386E-1,-1.637558490E-1,-3.676893115E-1
2.907929167E-1,-1.029911280E0,-4.013987780E-1,-3.873679340E-1
3.008219167E-1,-9.093136191E-1,-7.278150916E-1,-3.916762769E-1
3.108519167E-1,-7.480123639E-1,-8.759737015E-1,-3.429870307E-1
3.208809167E-1,-6.604381800E-1,-9.978569150E-1,-3.408151567E-1
3.309099167E-1,-6.130110025E-1,-1.048738241E0,-3.837389350E-1
3.409389167E-1,-6.407058239E-1,-7.329390645E-1,-3.749232590E-1
3.509689167E-1,-6.915876269E-1,-2.344531119E-1,-2.898360789E-1
3.609979167E-1,-7.233647108E-1,1.315764040E-1,-2.064568102E-1
3.710269167E-1,-6.789852381E-1,3.186432421E-1,-1.931079775E-1
3.810559167E-1,-5.398583412E-1,3.901425600E-1,-2.066931725E-1
3.910859167E-1,-4.107427001E-1,5.350177288E-1,-2.359373420E-1
4.011149167E-1,-4.135830998E-1,7.881072760E-1,-3.281609118E-1
4.111439167E-1,-4.865643680E-1,8.404368162E-1,-3.810917735E-1
4.211729167E-1,-5.280961990E-1,9.401586056E-1,-2.815007567E-1
4.312029167E-1,-4.946789145E-1,1.074828625E0,-1.257726848E-1
4.412319167E-1,-4.064957201E-1,1.125055552E0,5.000807345E-2
4.512609167E-1,-2.961502969E-1,1.048733115E0,2.183920145E-1
4.612909167E-1,-1.549224406E-1,9.266052842E-1,2.949372232E-1
4.713199167E-1,1.185242832E-2,9.761166573E-1,2.729075551E-1
4.813489167E-1,1.622524261E-1,1.145282626E0,2.769215405E-1
4.913779167E-1,2.675929666E-1,1.109990478E0,2.807788551E-1
5.014079167E-1,3.632790744E-1,1.014593482E0,2.096944451E-1
5.114369167E-1,4.731517732E-1,9.301200509E-1,7.451637834E-2
5.214659167E-1,5.651195049E-1,8.276591301E-1,-1.016321778E-1
5.314949166E-1,6.636801958E-1,7.026956677E-1,-2.870419919E-1
5.415249167E-1,7.876329422E-1,5.025697351E-1,-4.241494834E-1
5.515539167E-1,9.388967752E-1,1.811799854E-1,-4.561524093E-1
5.615829166E-1,1.062933445E0,-2.692501545E-1,-3.944674432E-1
5.716119166E-1,1.084052324E0,-7.524045706E-1,-2.702884972E-1
5.816419167E-1,9.481015801E-1,-1.183923602E0,-1.432459056E-1
5.916709166E-1,6.873312593E-1,-1.395063996E0,-5.003526434E-2
6.016999168E-1,3.391136229E-1,-1.271299243E0,1.328626275E-2
6.117289168E-1,-8.405228704E-2,-7.834637761E-1,1.930580661E-2
6.217589166E-1,-4.747406542E-1,-3.486581147E-1,1.471089758E-2
6.317879168E-1,-8.270273209E-1,-5.801242590E-2,1.976131648E-2
6.418169168E-1,-1.096995950E0,1.412595361E-1,-2.433340997E-2
6.518469166E-1,-1.294551969E0,1.737809926E-1,-1.273945421E-1
6.618759168E-1,-1.376222253E0,3.440178931E-2,-2.745330036E-1
6.719049168E-1,-1.346571922E0,-1.528687775E-1,-4.271710217E-1
6.819339168E-1,-1.238246083E0,-3.513997197E-1,-5.442071557E-1
6.919639168E-1,-1.092105746E0,-5.917849541E-1,-5.910953283E-1
7.019929168E-1,-9.218401909E-1,-8.513511419E-1,-5.782793760E-1
7.120219168E-1,-7.395862341E-1,-1.055262923E0,-5.319283605E-1
7.220509168E-1,-5.758381486E-1,-1.183103323E0,-4.739089012E-1
7.320809168E-1,-4.698677957E-1,-1.256067038E0,-4.372813702E-1
7.421099168E-1,-4.462011755E-1,-1.305238843E0,-4.394593537E-1
7.521389168E-1,-4.660348296E-1,-1.266165257E0,-4.925686419E-1
7.621679167E-1,-4.895369112E-1,-1.150969744E0,-5.790744424E-1
7.721979168E-1,-4.593137801E-1,-1.018189311E0,-6.906712651E-1
