"event","experiment time","system time","system time text"
"START",0.000000000E0,1717697295.457,"2024-06-06 21:08:15.457 UTC+03:00"
"PAUSE",5.161750118E1,1717697347.075,"2024-06-06 21:09:07.075 UTC+03:00"
