"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717690051994509E9,"2024-06-06 18:07:31.995 UTC+02:00"
"PAUSE",1.004674929583271E2,1.717690152460943E9,"2024-06-06 18:09:12.461 UTC+02:00"
