"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.456374999E-3,6.917174906E-3,7.603520900E-2,1.044653580E-1
1.738937500E-2,-2.067810274E-4,5.571076646E-2,7.824840397E-2
2.732237500E-2,2.336134203E-4,3.668857738E-2,5.984290689E-2
3.725537500E-2,-6.913778372E-3,8.845495060E-3,4.696812108E-2
4.718837500E-2,-7.159585133E-3,-1.910245605E-2,3.426490352E-2
5.712137500E-2,-1.022621524E-2,-4.921402037E-2,2.279706858E-2
6.705437500E-2,-1.536513492E-2,-7.886619866E-2,1.161169820E-2
7.698737500E-2,-1.796384715E-2,-1.036889851E-1,2.596898004E-3
8.692037500E-2,-2.985761315E-2,-1.228338853E-1,-8.920528926E-3
9.685337500E-2,-3.317751363E-2,-1.411969066E-1,-7.012374233E-3
1.067863750E-1,-3.088044375E-2,-1.419722885E-1,-7.458766922E-3
1.167193750E-1,-2.247417532E-2,-1.483431011E-1,-1.040022820E-2
1.266533750E-1,-2.379563637E-2,-1.499082446E-1,-1.215764880E-2
1.365863750E-1,-2.965282090E-2,-1.442167312E-1,-1.099812426E-2
1.465193750E-1,-3.168330342E-2,-1.310513616E-1,-1.764915884E-2
1.564523750E-1,-4.338230565E-2,-1.224496141E-1,-9.694295935E-3
1.663853750E-1,-4.843192548E-2,-1.178497002E-1,1.117167249E-2
1.763183750E-1,-5.393161625E-2,-1.061522961E-1,3.945524246E-2
1.862513750E-1,-6.505155563E-2,-9.383977950E-2,4.971109331E-2
1.961843750E-1,-7.347779721E-2,-7.228415459E-2,4.928285629E-2
2.061173750E-1,-7.763276994E-2,-4.365900159E-2,5.646885559E-2
2.160503750E-1,-6.208603829E-2,-2.309513651E-2,6.227747351E-2
2.259833750E-1,-4.454769939E-2,-5.082288291E-3,7.371534407E-2
2.359163750E-1,-3.602132201E-2,1.563231274E-2,7.395396382E-2
2.458493750E-1,-4.238530621E-2,2.145789005E-2,7.254470140E-2
2.557823750E-1,-5.265605450E-2,2.947000973E-2,6.944637746E-2
2.657153750E-1,-6.036519632E-2,2.638051100E-2,6.191383675E-2
2.756483750E-1,-7.158775628E-2,2.112609521E-2,5.960114673E-2
2.855813750E-1,-7.380510122E-2,1.898077317E-2,5.539827421E-2
2.955143750E-1,-6.840314716E-2,1.837277412E-2,5.983403325E-2
3.054473750E-1,-5.214224383E-2,2.250857465E-2,6.096702814E-2
3.153803750E-1,-4.098492861E-2,3.320436180E-2,6.620040536E-2
3.253133750E-1,-3.352133185E-2,4.650638998E-2,6.330064684E-2
3.352463750E-1,-2.481439337E-2,5.518376827E-2,6.242819503E-2
3.451793750E-1,-2.428077906E-2,6.337660551E-2,6.080747023E-2
3.551123750E-1,-3.240901232E-2,7.161030173E-2,5.449657515E-2
3.650453750E-1,-4.018703848E-2,9.378883988E-2,4.858808592E-2
3.749783750E-1,-4.741193354E-2,1.058915704E-1,4.260769114E-2
3.849113750E-1,-5.849690363E-2,1.122381687E-1,4.047868028E-2
3.948443750E-1,-6.934288889E-2,1.152520701E-1,3.950156644E-2
4.047780833E-1,-7.863563299E-2,1.184437945E-1,3.582695127E-2
4.147110833E-1,-8.322691917E-2,1.217319965E-1,3.537847474E-2
4.246440833E-1,-7.872511446E-2,1.188906729E-1,3.360401094E-2
4.345770833E-1,-7.220169902E-2,1.124319732E-1,2.616953105E-2
