Timestamps,Acc_X,Acc_Y,Acc_Z,Label,Set_Time
1.7175878994540022e+18,6.229944763142858,5.194262760666667,6.920102430095238,1,17000000000.0
1.7175878996540022e+18,3.9560558396,6.3418320917,2.772833862285,1,17000000000.0
1.7175878998540022e+18,6.848318847649999,14.276509346500005,-3.91886567698,1,17000000000.0
1.7175879000540022e+18,4.6252542342,12.105139732,-0.957783279455,1,17000000000.0
1.7175879002540022e+18,0.7985893249794997,6.5929349212,1.6877103884699998,1,17000000000.0
1.7175879004540022e+18,-1.4672338714900004,8.586923401299998,-3.93201583105,1,17000000000.0
1.7175879006540022e+18,1.149744094843,9.702269027899998,-2.875138618545,1,17000000000.0
1.7175879008540022e+18,-2.158967903195,7.4060590209,-2.946195854151,1,17000000000.0
1.7175879010540022e+18,-0.495327461185,10.92448491725,0.0889375534099999,1,17000000000.0
1.7175879012540022e+18,-0.9571770400099998,9.3452838815,0.8071515200335,1,17000000000.0
1.7175879014540022e+18,-0.385747833289,9.56155414585,1.94473340606,1,17000000000.0
1.7175879016540022e+18,-1.620881858805,9.46741490925,2.1752839736,1,17000000000.0
1.7175879018540022e+18,-1.235725296115,9.52214110595,2.041619430521,1,17000000000.0
1.7175879020540022e+18,-1.6253650360449998,9.388596313750002,2.5849969711500003,1,17000000000.0
1.7175879022540022e+18,-1.0804531861,9.30207623285,2.49578997805,1,17000000000.0
1.7175879024540022e+18,-1.27348427574,9.44933999615,2.59676250475,1,17000000000.0
1.7175879026540022e+18,-0.906746910095,9.18698057555,3.120912529,1,17000000000.0
1.7175879028540022e+18,-0.903101989795,9.0875348738,3.5105672379000006,1,17000000000.0
1.7175879030540022e+18,-1.1225232010545,10.1001491316,2.47338157655,1,17000000000.0
1.7175879032540022e+18,-0.7328310699599999,8.358565773199999,4.864097557100001,1,17000000000.0
1.7175879034540022e+18,1.7953665161350003,4.7616730499,8.081626671000002,1,17000000000.0
1.7175879036540022e+18,2.3840548323999995,3.9658080596,8.72933724975,1,17000000000.0
1.7175879038540022e+18,3.0191466521,4.08362056745,8.315627563700001,1,17000000000.0
1.7175879040540022e+18,0.9817858658299998,4.124388290500001,10.229884346450005,1,17000000000.0
1.7175879042540022e+18,0.2243310013044999,2.4592359924,8.637009246800002,1,17000000000.0
1.7175879044540022e+18,1.3326861648500004,1.60204353345,9.1001985402,1,17000000000.0
1.7175879046540022e+18,-0.234899024915,2.76046208955,8.99701062025,1,17000000000.0
1.7175879048540022e+18,1.168791984465,2.7011479338,9.910036971700002,1,17000000000.0
1.7175879050540022e+18,0.83750839235,2.4988585968,9.6454621582,1,17000000000.0
1.7175879052540022e+18,1.1202179947,2.3742277681000004,9.5711342239,1,17000000000.0
1.7175879054540022e+18,0.8938437423650001,2.4065081406,9.16395845035,1,17000000000.0
1.7175879056540022e+18,0.5548137588499998,2.3523507614000008,8.34916532135,1,17000000000.0
1.7175879058540022e+18,0.7534581757385002,1.320404205305,8.626007125849998,1,17000000000.0
1.7175879060540022e+18,1.031542396545,-0.3944372635412,10.288345275,1,17000000000.0
1.7175879062540022e+18,1.0422975311500002,-1.246734901365,10.67391348395,1,17000000000.0
1.7175879064540022e+18,0.8249644775650001,-1.3800626448200002,10.104647279400002,1,17000000000.0
1.7175879066540022e+18,1.087445787757143,-2.0604794965238096,11.629951106285713,1,17000000000.0
1.7175879068540022e+18,1.044557830925,-0.7916737060807,10.508612228150003,1,17000000000.0
1.7175879070540022e+18,0.70831954194,0.3734359359795,10.1455422363,1,17000000000.0
1.7175879072540022e+18,1.00328865051,1.68860852055,8.764536552400001,1,17000000000.0
1.7175879074540022e+18,-2.87227207937,2.53360883325,7.571712044200001,1,17000000000.0
1.7175879076540022e+18,-0.4119059371714999,1.430447868355,9.94803545385,1,17000000000.0
1.7175879078540022e+18,4.79642328645,3.1725401686,8.491848609999998,1,17000000000.0
1.7175879080540022e+18,3.932337661850001,3.2344364547999995,8.171447387800002,1,17000000000.0
1.7175879082540022e+18,2.098912788295,1.6548611985500004,9.226416068800004,1,17000000000.0
1.7175879084540022e+18,2.24219483195,1.736179595885,9.6748759918,1,17000000000.0
1.7175879086540022e+18,2.5637785949,1.8894907836,9.5629237974,1,17000000000.0
1.7175879088540022e+18,4.434670555,2.8499310379,8.45210625455,1,17000000000.0
1.7175879090540022e+18,3.100869209209999,1.591018959055,9.10484637475,1,17000000000.0
1.7175879092540022e+18,-3.05010976412,2.54572613525,7.8533663406,1,17000000000.0
1.7175879094540022e+18,1.7915793914975002,2.42760676575,8.392066108549999,1,17000000000.0
1.7175879096540022e+18,1.2766576767955,0.46052483368775,9.4187361372,1,17000000000.0
1.7175879098540022e+18,0.7392377471900001,-1.2640389175759998,10.44708268075,1,17000000000.0
1.7175879100540022e+18,0.4073928222544999,-2.33699269875,11.50928881085,1,17000000000.0
1.7175879102540022e+18,0.8909921722615,-2.38924154665,11.789034577,1,17000000000.0
1.7175879104540022e+18,1.09899213411255,-1.25915158077,9.8427668608,1,17000000000.0
1.7175879106540022e+18,1.0072179795055,0.519951255795,10.041126869349998,1,17000000000.0
1.7175879108540022e+18,0.6049145736660001,1.139438026435,8.662471298299998,1,17000000000.0
1.7175879110540022e+18,0.5136568450244499,3.21276901245,7.1022208557,1,17000000000.0
1.7175879112540022e+18,0.4910388794024999,2.03982316585,8.0377678757,1,17000000000.0
1.7175879114540022e+18,-0.1424363021615,-0.0729807357779999,9.440238922350002,1,17000000000.0
1.7175879116540022e+18,0.0835712128245,-1.66696353145,11.0787690821,1,17000000000.0
