"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717708756060557E9,"2024-06-06 23:19:16.061 UTC+02:00"
"PAUSE",3.628217100002803E1,1.717708792342140E9,"2024-06-06 23:19:52.342 UTC+02:00"
