Mean Gyro_X,Std Dev Gyro_X,Min Gyro_X,Max Gyro_X,Mean Gyro_Y,Std Dev Gyro_Y,Min Gyro_Y,Max Gyro_Y,Mean Gyro_Z,Std Dev Gyro_Z,Min Gyro_Z,Max Gyro_Z
-0.015380036643849302,0.46025610153005764,-1.1605842173199998,0.8910905063050001,0.0007561374504036165,0.13193530938767004,-0.57798651308,0.5234777219600001,0.003414723364846125,0.07786328047834132,-0.27225576364,0.2420760828066667
