Timestamps,Gyro_X,Gyro_Y,Gyro_Z
1.7176994945353288e+18,0.2395437534470859,-0.5831480273568236,0.15861187698862117
1.7176994947353288e+18,-3.350573564587142,-0.6618548288215477,0.2684900954783333
1.7176994949353288e+18,-0.8855129332981178,-5.148266500588235,1.1455506117282352
1.7176994951353288e+18,2.3348809250928575,-2.936453666023809,3.4318926050345246
1.7176994953353288e+18,2.714051863947647,-2.0341078902504703,-2.1317868554564705
1.7176994955353288e+18,-0.49543803275645243,-0.17131084382119047,0.6381944873581785
1.7176994957353288e+18,-0.9055190799130588,-0.6919399303421176,2.6400351418788235
1.7176994959353288e+18,0.9208813294778571,-0.6515785806666667,0.9619817113342857
1.7176994961353288e+18,0.6869094236809412,0.5217390143585883,0.025866687471105883
1.7176994963353288e+18,1.1088150321119046,0.583096431125,0.2268752174530952
1.7176994965353288e+18,0.8801981799809523,0.4068669985355596,0.09898270862192857
1.7176994967353288e+18,1.6243874914941183,0.3188074720616553,0.44055292396278817
1.7176994969353288e+18,1.2822302045785714,-0.08634398601320238,0.0874784173010714
1.7176994971353288e+18,-0.5242066562156471,0.6689792567529411,-0.3453155514958824
1.7176994973353288e+18,-0.20369120143309521,-0.2517745153145238,0.0833470160577381
1.7176994975353288e+18,0.4824013485494118,-0.4893596199112941,-0.03314115804265058
1.7176994977353288e+18,0.36108708889249996,-0.302489379793381,-0.018190887065561902
1.7176994979353288e+18,-0.4263129956897765,0.8407468133364706,-0.28430717850588233
1.7176994981353288e+18,-0.02550650911297621,-0.35034817544892854,0.04466093337190477
1.7176994983353288e+18,-0.023804863414511903,-0.8034786725523808,0.2274933352485714
1.7176994985353288e+18,0.11472879305099999,0.39917251498868117,-0.1526803748726353
1.7176994987353288e+18,0.5489880655511905,-0.020866979221273802,0.04813694531084524
1.7176994989353288e+18,0.24808034353774117,-0.12496407735944706,-0.06560230224934117
1.7176994991353288e+18,-0.15249728991885714,-0.08248256012702379,-0.007246539271654763
1.7176994993353288e+18,-0.3493498341129412,-0.017620247952141174,0.011975301846243527
1.7176994995353288e+18,-0.35903638245714287,-0.17877917748738098,0.19585290269780953
1.7176994997353288e+18,-0.2398141412738118,0.9322948526188232,-0.26638240382117645
1.7176994999353288e+18,0.054056346492238096,0.26878643013488096,-0.06199008857352382
1.7176995001353288e+18,0.4091113170726191,-0.14367636635595235,-0.021259666874952378
1.7176995003353288e+18,0.5574421402329411,-0.35031641055411766,0.16713050494152942
1.7176995005353288e+18,0.42110282918654757,-0.39575994121547614,0.2970572030654762
1.7176995007353288e+18,-0.24061183622600005,-0.11453655576434119,0.0724851124054553
1.7176995009353288e+18,-0.4791187761119046,0.03823976548411309,-0.03989777981547619
1.7176995011353288e+18,-0.44189678894964707,0.14984532384611768,-0.08214548194290588
1.7176995013353288e+18,0.1725170826360631,0.023543071589975,0.009609936300083331
1.7176995015353288e+18,0.553978276255294,0.16520004758952941,-0.027399194390345178
1.7176995017353288e+18,0.42582962336213454,-0.10413854952775002,-0.01176244531940714
1.7176995019353288e+18,-0.17560040681429404,0.10912713545991667,-0.08768930527344047
1.7176995021353288e+18,-0.3677614888741176,-0.09838862927741175,0.011299776378209407
1.7176995023353288e+18,-0.526844851670238,-0.05962669142994167,0.043868286444452384
1.7176995025353288e+18,-0.0031647261822588244,0.010241573039788237,0.05119888151552942
1.7176995027353288e+18,0.3674718938059524,0.1125231557369881,-0.022190481079535713
1.7176995029353288e+18,0.4984271077541176,0.00676243749066706,-0.031933837540717644
1.7176995031353288e+18,-0.0563252077596512,-0.06924753581788094,-0.018292693688857147
1.7176995033353288e+18,-0.20860070245052384,-0.07027288706372976,0.0766649670190119
1.7176995035353288e+18,-0.2717866053482353,-0.09621113780609411,0.06876253656551766
1.7176995037353288e+18,-0.37348583110511907,0.054718097107141664,-0.010315319647250002
1.7176995039353288e+18,0.2216773692568588,-0.01309997841781647,0.025500178103470942
1.7176995041353288e+18,0.322727333357857,0.11437751378958214,-0.11354123487157859
1.7176995043353288e+18,0.33479190801764697,0.04900252663527058,-0.011423742039235294
1.7176995045353288e+18,-0.09491039259352382,0.021208761589809524,-0.043017463864380955
1.7176995047353288e+18,-0.16845999707905884,-0.12015635077931762,-0.006644760434341177
1.7176995049353288e+18,-0.4679635390654761,-0.07353801087415478,0.0794428674736762
1.7176995051353288e+18,0.08744933016990476,0.0842641977504012,0.020997874379269407
1.7176995053353288e+18,0.3536419372376471,-0.08399419307544706,0.04607495103100388
1.7176995055353288e+18,0.39454551750952377,0.1903334610366667,-0.11661728656319045
1.7176995057353288e+18,-0.017020180596082353,0.04636779845527058,-0.04152773259887494
1.7176995059353288e+18,-0.17394239231989284,-0.058470445511325006,0.0471479544886869
1.7176995061353288e+18,-0.3899100943505882,-0.12582645132383763,0.038586682494844704
1.7176995063353288e+18,-0.14853405654862656,0.12753254525678573,0.016401976128294048
1.7176995065353288e+18,-0.1092365564691294,-0.07643405977363531,0.04087915592047059
1.7176995067353288e+18,-0.054310866358362256,0.006650235844689283,6.908389314285726e-05
