"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717589285760000E9,"2024-06-05 14:08:05.760 UTC+02:00"
"PAUSE",1.398100417083333E2,1.717589425568000E9,"2024-06-05 14:10:25.568 UTC+02:00"
