Mean Gyro_X,Std Dev Gyro_X,Min Gyro_X,Max Gyro_X,Mean Gyro_Y,Std Dev Gyro_Y,Min Gyro_Y,Max Gyro_Y,Mean Gyro_Z,Std Dev Gyro_Z,Min Gyro_Z,Max Gyro_Z
0.07075297119811659,0.6776968633616293,-1.918221516175,5.795901353045,-0.061831093622533,0.4929825993388925,-4.4548663795,1.766713394315,0.06390712867542739,0.801145431747644,-2.41690424073,8.628379726599999
