Mean Acc_X,Std Dev Acc_X,Min Acc_X,Max Acc_X,Mean Acc_Y,Std Dev Acc_Y,Min Acc_Y,Max Acc_Y,Mean Acc_Z,Std Dev Acc_Z,Min Acc_Z,Max Acc_Z
-0.5730152052765526,2.5218543778402527,-7.352058815519999,9.824849121299998,-1.801969091352804,2.197007273715148,-9.65135989425,6.731643974400001,9.4055481672683,4.007100815475166,-1.84218914786,16.994130524000003
