Mean Acc_X,Std Dev Acc_X,Min Acc_X,Max Acc_X,Mean Acc_Y,Std Dev Acc_Y,Min Acc_Y,Max Acc_Y,Mean Acc_Z,Std Dev Acc_Z,Min Acc_Z,Max Acc_Z
-1.3710496307054494,0.710206750302353,-2.449169426049999,2.886709556565,-1.0252895473881667,2.5284379036980065,-4.8563137436,6.707416854900001,9.43799157333628,2.158448957230155,3.7878506241,13.726590407
