"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.143208333E-3,1.062448323E-2,2.059042454E-2,-1.482295152E-2
1.707720833E-2,1.546131819E-2,2.207034267E-2,-1.311772969E-2
2.701020833E-2,1.984516159E-2,1.341458783E-2,-1.024167053E-2
3.694320833E-2,1.682300679E-2,1.007791422E-2,-5.970493425E-3
4.687720833E-2,1.114798058E-2,5.587320775E-3,-1.995440573E-3
5.681020833E-2,3.167818300E-3,2.162762219E-3,2.160955220E-3
6.674320833E-2,-4.795258865E-3,2.669654321E-3,5.814344622E-3
7.667720833E-2,-6.347348914E-3,1.971107442E-3,8.924384601E-3
8.661020833E-2,-1.043453161E-2,5.842173938E-3,1.151355170E-2
9.654320833E-2,-1.602930017E-2,1.705621183E-2,8.989406750E-3
1.064772083E-1,-1.249762718E-2,2.336831577E-2,1.147139166E-2
1.164102083E-1,-1.257991884E-2,2.689513937E-2,1.452177577E-2
1.263432083E-1,-1.214168780E-2,3.654076904E-2,1.826969720E-2
1.362762083E-1,-1.462428644E-2,4.051953182E-2,1.925240271E-2
1.462102083E-1,-1.685005799E-2,4.479686543E-2,2.463303879E-2
1.561432083E-1,-1.844901964E-2,4.815964028E-2,3.016309254E-2
1.660762083E-1,-2.095199749E-2,5.575032532E-2,3.387069702E-2
1.760102083E-1,-2.056717128E-2,5.726139992E-2,3.891259059E-2
1.859432083E-1,-2.176012658E-2,5.392884463E-2,4.635165259E-2
1.958762083E-1,-2.022055350E-2,5.669187754E-2,4.923478886E-2
2.058102083E-1,-1.825833693E-2,6.551200151E-2,4.716684669E-2
2.157432083E-1,-1.507985406E-2,6.836318225E-2,4.984678328E-2
2.256762083E-1,-1.526100747E-2,4.510505125E-2,6.630466878E-2
2.356102083E-1,-6.707733031E-3,6.156312302E-2,6.766661257E-2
2.455432083E-1,-2.890525851E-3,7.675781846E-2,4.305925593E-2
2.554762083E-1,6.504131015E-4,7.213617116E-2,3.615660965E-2
2.654092083E-1,2.862883732E-3,6.744316965E-2,3.484752402E-2
2.753432083E-1,5.466389935E-3,6.774836779E-2,3.110685013E-2
2.852762083E-1,6.749993190E-3,5.929113925E-2,2.950302139E-2
2.952092083E-1,9.626473300E-3,5.205160379E-2,2.712961286E-2
3.051432083E-1,1.045018900E-2,5.000310019E-2,2.618019655E-2
3.150762083E-1,1.031862944E-2,4.223652184E-2,2.723667212E-2
