Mean Gyro_X,Std Dev Gyro_X,Min Gyro_X,Max Gyro_X,Mean Gyro_Y,Std Dev Gyro_Y,Min Gyro_Y,Max Gyro_Y,Mean Gyro_Z,Std Dev Gyro_Z,Min Gyro_Z,Max Gyro_Z
-0.006486793733028779,0.48542950621253567,-1.25983096965,0.9707251728,-0.0034646069512941813,0.13537244425051492,-0.6439777858255,0.5653567373699999,-0.0007647557175784647,0.08498218485705382,-0.5092779884677999,0.2500058881955
