"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717751061490553E9,"2024-06-07 11:04:21.491 UTC+02:00"
"PAUSE",2.005579504166963E1,1.717751081546025E9,"2024-06-07 11:04:41.546 UTC+02:00"
