"event","experiment time","system time","system time text"
"START",0.000000000E0,1717679536.553,"2024-06-06 16:12:16.553 UTC+03:00"
"PAUSE",1.543182517E2,1717679690.871,"2024-06-06 16:14:50.871 UTC+03:00"
