Mean Gyro_X,Std Dev Gyro_X,Min Gyro_X,Max Gyro_X,Mean Gyro_Y,Std Dev Gyro_Y,Min Gyro_Y,Max Gyro_Y,Mean Gyro_Z,Std Dev Gyro_Z,Min Gyro_Z,Max Gyro_Z
-0.00963869379319114,0.2989233252341742,-0.93258504275,0.717931744455,-0.0014267425771981896,0.10413397653983453,-0.34196019432,0.319966688745,0.0007588520738343962,0.04935664228396329,-0.1979954384680952,0.2928923201719047
