Timestamps,Acc_X,Acc_Y,Acc_Z,Label,Set_Time
1.7176985116893786e+18,-6.681767692549999,2.1503308640499994,7.1479507598500005,1,16000000000.0
1.7176985118893786e+18,-6.417649429300001,1.3059592437445,7.30207026675,1,16000000000.0
1.7176985120893786e+18,-4.7167963715250005,-1.6188011856950002,11.0679391013,1,16000000000.0
1.7176985122893786e+18,2.26453587351,-6.019686996499999,9.89266559625,1,16000000000.0
1.7176985124893786e+18,6.63284941855,-3.3630939102,10.574123497800002,1,16000000000.0
1.7176985126893786e+18,-0.2065704345149999,-2.26038201141,8.176918510500002,1,16000000000.0
1.7176985128893786e+18,-1.9350111236845,-1.8964213712445,7.965094001899999,1,16000000000.0
1.7176985130893786e+18,5.89098463405,-3.556813568049999,10.0048049005,1,16000000000.0
1.7176985132893786e+18,2.743857277263158,-2.8366485272631574,9.38538036968421,1,16000000000.0
1.7176985134893786e+18,2.0212991868050003,-3.983441390950001,9.2518107603,1,16000000000.0
1.7176985136893786e+18,2.7541676789,-0.1394574965895,9.4649525294,1,16000000000.0
1.7176985138893786e+18,2.7329717558600004,-0.26765091704,9.96337854745,1,16000000000.0
1.7176985140893786e+18,1.7574428787549998,-0.8830586699985,9.85078269205,1,16000000000.0
1.7176985142893786e+18,0.8759409713649999,-0.38549336238,10.1476453632,1,16000000000.0
1.7176985144893786e+18,0.14619348915925,-1.116468292131,9.93473561085,1,16000000000.0
1.7176985146893786e+18,-0.3170706481884999,-1.598892585675,10.11191466535,1,16000000000.0
1.7176985148893786e+18,-0.5655239868352105,-1.4349081983736844,9.97515392831579,1,16000000000.0
1.7176985150893786e+18,-0.30984816740005,-1.1068283386517002,10.0532890778,1,16000000000.0
1.7176985152893786e+18,-0.2928360442972,-2.087491539,9.86084177445,1,16000000000.0
1.7176985154893786e+18,-1.230037124715,-1.26948758696,9.90842033395,1,16000000000.0
1.7176985156893786e+18,-0.6755826187299999,-1.4503190460000002,10.14627571025,1,16000000000.0
1.7176985158893786e+18,1.05350921627645,-1.86956721495,10.0093704067,1,16000000000.0
