"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.222775001E-2,-6.774761810E0,2.091899872E0,6.897057495E0
3.228675001E-2,-6.641538849E0,2.167792053E0,6.668033752E0
4.234575000E-2,-6.486611023E0,2.040107574E0,6.589896240E0
5.240575000E-2,-6.320755920E0,2.067949677E0,6.814728699E0
6.246474999E-2,-6.193071442E0,2.155667267E0,7.144942017E0
7.252670833E-2,-6.295757904E0,2.210153961E0,7.452252960E0
8.258670833E-2,-6.569987640E0,2.198178864E0,7.628137207E0
9.264570833E-2,-6.846762085E0,2.090852051E0,7.447462921E0
1.027047083E-1,-7.109166412E0,1.997446289E0,7.134763184E0
1.127637083E-1,-7.232060852E0,1.943857727E0,6.879992981E0
1.228237083E-1,-7.188052368E0,1.988764343E0,6.895859985E0
1.328827083E-1,-6.947652283E0,2.213596802E0,7.128775635E0
1.429417083E-1,-6.653364258E0,2.401456146E0,7.411537628E0
1.530007083E-1,-6.488107910E0,2.445614319E0,7.646997986E0
1.630607083E-1,-6.463259583E0,2.394869843E0,7.674391022E0
1.731197083E-1,-6.578669586E0,2.307451630E0,7.540868683E0
1.831787083E-1,-6.672524414E0,2.221380615E0,7.347171478E0
1.932387083E-1,-6.674320679E0,2.132615204E0,7.022945709E0
2.032977083E-1,-6.724167023E0,1.996099091E0,6.793472900E0
2.133567083E-1,-6.774761810E0,1.940863953E0,6.839726715E0
2.234157083E-1,-6.781497803E0,2.042801971E0,7.053033142E0
2.334757083E-1,-6.698869629E0,2.258653107E0,7.137158203E0
2.435347083E-1,-6.635401611E0,2.194436646E0,7.000791779E0
2.535937083E-1,-6.667734375E0,1.942809906E0,6.746320953E0
2.636527083E-1,-6.657405853E0,1.845212860E0,6.486910400E0
2.737127083E-1,-6.591991882E0,1.920506287E0,6.373596039E0
2.837717083E-1,-6.536457367E0,2.085163879E0,6.400689697E0
2.938307083E-1,-6.554569702E0,2.202519836E0,6.507866821E0
3.038907083E-1,-6.600224762E0,2.292931824E0,6.548582153E0
3.139497083E-1,-6.664291534E0,2.347268829E0,6.564598846E0
3.240087083E-1,-6.911427612E0,2.146985321E0,6.675967255E0
3.340677083E-1,-7.232210541E0,1.828148346E0,6.777605896E0
3.441277083E-1,-7.468119965E0,1.059646454E0,6.976093140E0
3.541867083E-1,-7.046297150E0,1.051862640E0,6.327791290E0
3.642457083E-1,-6.059848480E0,-7.604187012E-1,6.853947144E0
3.743057083E-1,-5.939947815E0,-1.175954590E0,7.978857880E0
3.843647083E-1,-5.937702484E0,6.212081909E-2,9.037905579E0
3.944237083E-1,-5.524411926E0,6.381230164E-1,9.643546143E0
4.044827083E-1,-5.063370667E0,4.125421143E-1,9.672735443E0
4.145427083E-1,-4.781207428E0,-2.761756897E-1,9.277407532E0
4.246017083E-1,-4.294270020E0,-1.599124603E0,9.041947174E0
4.346607083E-1,-4.210594025E0,-1.699116669E0,8.272846527E0
4.447197083E-1,-5.092260590E0,-1.003213806E0,8.852141876E0
4.547797083E-1,-6.430477753E0,-4.044589233E-1,1.028511200E1
4.648387083E-1,-6.819818115E0,1.869612122E-1,1.076531342E1
4.748977083E-1,-6.512357483E0,4.468208313E-1,1.125015518E1
4.849577083E-1,-6.229146423E0,-1.204994202E-1,1.173664352E1
4.950167083E-1,-6.200256500E0,-4.598437500E-1,1.160865967E1
5.050757083E-1,-6.715934143E0,-4.770579529E-1,1.099837875E1
5.151347083E-1,-7.127727814E0,-1.074166260E0,1.109193420E1
5.251947083E-1,-7.497908020E0,-2.151326294E0,1.226309875E1
5.352537083E-1,-7.190746765E0,-3.010689240E0,1.399409912E1
5.453127083E-1,-6.464157715E0,-2.192640381E0,1.208422073E1
5.553727083E-1,-5.144501953E0,-1.634301453E0,1.224004669E1
5.654317083E-1,-3.363655243E0,-1.674567719E0,1.317784653E1
5.754907083E-1,-1.586550751E0,-1.856439514E0,1.230097000E1
5.855497083E-1,-8.213420105E-1,-2.538870392E0,1.139774826E1
5.956097083E-1,-8.996292114E-1,-3.334465942E0,1.067235672E1
6.056687083E-1,-9.352551270E-1,-3.811673584E0,1.015054184E1
6.157277083E-1,-7.993377686E-1,-3.967349854E0,9.174721069E0
6.257867083E-1,-9.190887451E-1,-3.894750824E0,9.119635620E0
6.358467083E-1,-1.008003845E0,-4.156257019E0,9.437574463E0
6.459057083E-1,-1.079704742E0,-4.515509949E0,8.698411560E0
6.559647083E-1,-1.215322723E0,-4.565505981E0,8.668922882E0
6.660247083E-1,-1.531614990E0,-5.176685028E0,8.086933136E0
6.760837083E-1,-1.340462494E0,-5.572911072E0,8.272547150E0
6.861427083E-1,-9.750723267E-1,-5.179529114E0,9.042246552E0
6.962017083E-1,-5.210664368E-1,-5.750890961E0,9.506880341E0
7.062617083E-1,2.716850281E-1,-6.033503265E0,8.172106018E0
7.163207083E-1,9.187893677E-1,-6.188730469E0,6.591542816E0
7.263797083E-1,1.240919495E0,-7.460186462E0,6.661447449E0
7.364387083E-1,2.030976563E0,-9.987231445E0,9.546996918E0
7.464987083E-1,3.650159454E0,-1.087847809E1,1.218900284E1
7.565577083E-1,4.905598755E0,-8.997040558E0,1.306393341E1
7.666167083E-1,5.113666077E0,-6.412515106E0,1.218406311E1
7.766767083E-1,6.511758728E0,-4.969066772E0,1.138218063E1
7.867357083E-1,8.729846191E0,-4.563709717E0,1.099553467E1
7.967947083E-1,6.972799988E0,-4.294868774E0,1.082578766E1
8.068537083E-1,6.434519348E0,-4.846771088E0,1.194201645E1
8.169137083E-1,7.100334778E0,-6.949598236E0,1.346554825E1
8.269727083E-1,8.413254547E0,-7.980654144E0,1.395173721E1
8.370317083E-1,8.741072845E0,-6.343209229E0,1.516241959E1
8.470907083E-1,7.866591339E0,-4.520898743E0,1.500315079E1
8.571507083E-1,7.283553772E0,-3.306923218E0,1.315045349E1
8.672097083E-1,6.732100525E0,-2.218087463E0,1.211296097E1
8.772687083E-1,5.927373962E0,-1.665586395E0,1.168260590E1
8.873287083E-1,5.752836914E0,-1.913919983E0,1.113100296E1
8.973877083E-1,5.975573730E0,-2.714305573E0,1.221010895E1
9.074467083E-1,6.672374725E0,-3.608695679E0,1.205293579E1
9.175057083E-1,6.834188232E0,-3.971541138E0,1.137709122E1
9.275657083E-1,6.500232697E0,-3.583098907E0,1.055814423E1
9.376247083E-1,6.009104004E0,-2.931503906E0,9.508077850E0
9.476837083E-1,5.997877350E0,-2.529440002E0,8.252189484E0
9.577427083E-1,6.845863953E0,-2.198178864E0,8.616382141E0
9.678027083E-1,7.729027405E0,-2.917582855E0,9.440717926E0
9.778617083E-1,7.753875732E0,-3.401376801E0,9.044641571E0
9.879207083E-1,6.875502319E0,-2.929258575E0,7.495213623E0
9.979807083E-1,5.907165985E0,-2.915936279E0,6.788682861E0
1.008039708E0,4.893923035E0,-2.802771606E0,6.975943451E0
1.018098708E0,3.945495300E0,-2.808908844E0,6.968009949E0
1.028157708E0,2.891686707E0,-2.892435150E0,6.718029785E0
1.038217708E0,2.108665009E0,-3.262315979E0,6.560108185E0
1.048276708E0,1.428180084E0,-3.381318512E0,6.589297485E0
1.058335708E0,7.623646545E-1,-3.090173950E0,6.864275665E0
1.068394708E0,5.614823914E-1,-2.822530518E0,6.994205475E0
1.078451208E0,7.593708801E-1,-2.303709412E0,7.961194611E0
1.088510208E0,8.550219727E-1,-1.775008850E0,9.396260376E0
1.098569208E0,7.620652771E-1,-1.388512573E0,9.266779633E0
1.108629208E0,6.271957397E-1,-1.288221130E0,8.992400208E0
1.118688208E0,2.528242493E-1,-1.532962189E0,8.808432770E0
1.128747208E0,-1.772314453E-1,-1.749861145E0,8.651259613E0
1.138806208E0,-5.626799011E-1,-1.962568817E0,9.091793518E0
1.148866208E0,-7.313790894E-1,-2.506088562E0,9.391769714E0
1.158925208E0,-9.307644653E-1,-2.718646545E0,8.969497833E0
1.168984208E0,-1.365610199E0,-2.724185028E0,8.950487366E0
1.179043208E0,-2.054178314E0,-3.016826477E0,8.357270966E0
1.189103208E0,-2.264790344E0,-2.844085693E0,8.209827576E0
1.199162208E0,-2.052980804E0,-2.361638947E0,8.516240387E0
1.209221208E0,-2.214045868E0,-1.235081635E0,8.115673370E0
1.219281208E0,-2.786605225E0,-3.514691162E-1,7.133565674E0
1.229340208E0,-3.187920685E0,-1.691482544E-1,6.734196167E0
1.239399208E0,-3.206332397E0,3.023712158E-2,7.721243591E0
1.249458208E0,-3.254532166E0,-9.669891357E-2,8.105644226E0
1.259518208E0,-3.313060455E0,-1.752854919E-1,7.814200287E0
