"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.442624999E-3,5.210214294E-3,7.232307643E-2,1.170650870E-2
1.437462500E-2,3.279161081E-2,7.544307411E-2,1.052129641E-2
2.430700000E-2,4.985022172E-2,6.907732040E-2,4.020519555E-3
3.423900000E-2,5.814695358E-2,6.368096918E-2,-3.808385460E-3
4.417100000E-2,5.610803515E-2,6.535742432E-2,-7.058240939E-3
5.410300000E-2,5.342192203E-2,5.944856256E-2,-2.300492488E-4
6.403500000E-2,4.294238612E-2,4.841694981E-2,8.498194627E-3
7.396700000E-2,3.872313723E-2,3.649371117E-2,1.537820417E-2
8.389900000E-2,3.842939064E-2,4.010921717E-2,1.632416062E-2
9.383100000E-2,3.328661621E-2,4.810374975E-2,2.287234738E-2
1.037630000E-1,2.696160972E-2,6.154259294E-2,2.099108882E-2
1.136950000E-1,2.217620052E-2,7.543284446E-2,1.788984239E-2
1.236270000E-1,1.542828418E-2,9.709606320E-2,1.486582309E-2
1.335590000E-1,4.347882699E-3,1.163350046E-1,1.266125124E-2
1.434910000E-1,-1.091149822E-2,1.313677579E-1,1.385860797E-2
1.534230000E-1,-6.604051683E-3,1.225892827E-1,2.203200385E-2
1.633550000E-1,-1.079373620E-2,9.874307364E-2,2.261523530E-2
1.732870000E-1,-2.254406363E-2,7.722070068E-2,2.163416520E-2
1.832190000E-1,-2.634066530E-2,6.457547843E-2,1.181269344E-2
1.931510000E-1,-1.804037020E-2,6.559611857E-2,-1.098860893E-2
2.030830000E-1,-1.100775972E-2,6.842865795E-2,-3.627292439E-2
2.130150000E-1,-6.884920411E-3,6.135130674E-2,-5.836624280E-2
2.229470000E-1,-6.875599269E-3,5.086218193E-2,-7.395958900E-2
2.328790000E-1,-9.256750345E-3,3.248640150E-2,-9.234581143E-2
2.428110000E-1,-1.797487400E-2,-1.777028665E-3,-9.838186949E-2
2.527430000E-1,-2.466241457E-2,-3.125646710E-2,-1.109359041E-1
2.626750000E-1,-1.664789766E-2,-5.025599152E-2,-1.351959556E-1
2.726070000E-1,-1.551736239E-2,-6.358579546E-2,-1.702531278E-1
2.825390000E-1,-9.765733965E-3,-7.585258037E-2,-1.993801296E-1
2.924710000E-1,-8.990831673E-3,-9.047877043E-2,-2.074722946E-1
3.024020000E-1,3.601419553E-2,-1.790831983E-1,-9.767895937E-2
3.123340000E-1,2.485245466E-2,-9.049265832E-2,-2.979039215E-3
3.222660000E-1,-2.742592990E-2,-5.817200243E-2,5.068205670E-2
3.321980000E-1,-4.915562645E-2,-9.712370485E-2,6.628955156E-2
3.421300000E-1,-2.464309521E-2,-1.144539639E-1,4.678003863E-2
3.520620000E-1,7.970679551E-3,-1.370626837E-1,1.390765142E-2
3.619940000E-1,1.433243882E-2,-1.597898304E-1,-1.435620990E-2
3.719260000E-1,5.771558732E-3,-1.638043523E-1,-3.296790645E-2
3.818580000E-1,-2.421254758E-4,-1.633305848E-1,-4.351908341E-2
3.917900000E-1,8.106306195E-3,-1.529311538E-1,-4.487440363E-2
4.017220000E-1,2.418594062E-2,-1.390313208E-1,-4.699720815E-2
4.116540000E-1,4.241528735E-2,-1.361243874E-1,-4.049519077E-2
4.215860000E-1,5.247085169E-2,-1.487051547E-1,-2.856209502E-2
4.315180000E-1,4.045455903E-2,-1.600827873E-1,-2.295848913E-2
4.414500000E-1,2.639280446E-2,-1.575698256E-1,-2.034699358E-2
4.513820000E-1,1.947199740E-2,-1.366041899E-1,-2.832304873E-2
4.613140000E-1,9.093125351E-3,-1.080103666E-1,-3.366801143E-2
4.712460000E-1,2.647065790E-3,-8.238349110E-2,-3.624203429E-2
4.811780000E-1,-8.360577747E-3,-5.325543135E-2,-3.849533573E-2
4.911100000E-1,-1.575346291E-2,-3.048396111E-2,-3.247270733E-2
5.010420000E-1,-2.403376251E-2,-9.827684611E-3,-2.477857098E-2
5.109740000E-1,-2.095134743E-2,4.473986104E-3,-1.208936796E-2
5.209060000E-1,-1.095490716E-2,1.842335798E-2,-3.809600603E-3
5.308380000E-1,7.156623993E-3,2.894675732E-2,7.809849456E-3
5.407700000E-1,7.126796525E-3,3.522063419E-2,1.388878096E-2
5.507020000E-1,-1.720373984E-3,4.849402606E-2,1.762047410E-2
5.606340000E-1,-1.987755299E-3,5.639189482E-2,1.609181985E-2
5.705660000E-1,6.977803539E-3,6.373608857E-2,1.566332020E-2
5.804980000E-1,9.197815321E-3,7.539328188E-2,1.285901107E-2
5.904300000E-1,9.571212344E-3,7.858013362E-2,1.169509441E-2
6.003620000E-1,1.011236664E-2,7.537741959E-2,1.110680215E-2
6.102940000E-1,1.435613632E-2,6.827434897E-2,1.140336134E-2
6.202260000E-1,1.422404312E-2,5.677748471E-2,7.162544411E-3
6.301580000E-1,5.027377047E-3,4.018944874E-2,4.371554591E-3
6.400900000E-1,-3.676899010E-3,2.361020446E-2,-4.647455644E-4
6.500220000E-1,-2.362994710E-3,1.623409055E-2,-8.371978067E-3
6.599540000E-1,-2.267919946E-3,1.971670613E-2,-1.289082970E-2
6.698860000E-1,-7.690594532E-3,1.903066784E-2,-1.551483478E-2
6.798170000E-1,-1.106002554E-2,1.496268902E-2,-1.453239471E-2
6.897490000E-1,-1.194020454E-2,1.402244717E-2,-1.207867824E-2
6.996810000E-1,-1.336765941E-2,1.029375382E-2,-9.138282388E-3
7.096130000E-1,-1.404012926E-2,8.025689982E-3,-1.510872738E-3
7.195450000E-1,-1.711421646E-2,1.797088422E-3,7.114307024E-3
7.294770000E-1,-1.272561587E-2,-2.068872098E-3,1.241890807E-2
7.394090000E-1,-1.317409240E-2,-3.450786229E-3,1.244926732E-2
7.493410000E-1,-1.061879005E-2,1.431494020E-4,6.593775935E-3
7.592730000E-1,-1.167497248E-3,2.824420109E-3,2.067200141E-3
7.692050000E-1,9.276034310E-3,1.012495346E-2,-5.526011344E-3
7.791370000E-1,2.766383067E-2,2.459177747E-2,-8.368669078E-3
7.890690000E-1,3.636002168E-2,3.483235091E-2,-8.445822634E-3
7.990010000E-1,3.684791550E-2,4.024202749E-2,-4.883844871E-3
8.089330000E-1,3.080786206E-2,4.342237487E-2,-4.252675455E-3
8.188650000E-1,2.071980946E-2,3.901644051E-2,3.853454255E-3
8.287970000E-1,1.542648859E-2,4.097854346E-2,6.286634132E-3
8.387290000E-1,1.555857994E-2,4.203288630E-2,1.424043067E-2
8.486610000E-1,5.415588617E-3,4.773061350E-2,1.547438186E-2
