"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717848362775495E9,"2024-06-08 14:06:02.775 UTC+02:00"
"PAUSE",1.109697857083520E2,1.717848473742917E9,"2024-06-08 14:07:53.743 UTC+02:00"
