"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.908445834E-2,-1.106648712E0,1.462458801E-1,1.025472519E1
3.909745833E-2,-1.283730469E0,3.993695068E-1,1.004695724E1
4.910945833E-2,-1.335073700E0,6.032455444E-1,1.006342300E1
5.912145833E-2,-1.337618408E0,7.789801025E-1,9.816885681E0
6.913345832E-2,-1.417252808E0,7.960446167E-1,9.645791473E0
7.914545832E-2,-1.424587555E0,6.224057007E-1,9.929301910E0
8.915745832E-2,-1.280736694E0,4.201762390E-1,1.014679962E1
9.916945834E-2,-1.028960266E0,2.637515259E-1,1.027792694E1
1.091814583E-1,-8.090675354E-1,1.643582153E-1,1.047895889E1
1.191934583E-1,-5.795947266E-1,1.683998108E-1,1.073342972E1
1.292054583E-1,-3.373983765E-1,2.010319519E-1,1.104014191E1
1.392174583E-1,-8.592132568E-2,3.362008667E-1,1.165281784E1
1.492294583E-1,6.331832886E-2,5.399272156E-1,1.209424988E1
1.592414583E-1,4.041595459E-2,6.405180359E-1,1.226399689E1
1.692534583E-1,-1.227447510E-1,6.472540283E-1,1.235815109E1
1.792654583E-1,-4.213737488E-1,5.670208740E-1,1.231504074E1
1.892774583E-1,-6.496490479E-1,4.394860840E-1,1.229348557E1
1.992894583E-1,-7.155120850E-1,4.032614136E-1,1.198258209E1
2.093014583E-1,-4.661306763E-1,3.851490784E-1,1.132978958E1
2.193134583E-1,-2.808160400E-1,3.870950317E-1,1.109657455E1
2.293254583E-1,-1.874102783E-1,3.523672485E-1,1.092054062E1
2.393374583E-1,-1.733395386E-1,1.639091492E-1,1.005204666E1
2.493494583E-1,-1.776805115E-1,-1.257385254E-2,9.176517334E0
2.593614583E-1,-6.795867920E-2,-1.775308228E-1,1.038824753E1
2.693734583E-1,2.118095398E-1,-1.422042847E-1,1.147663422E1
2.793864583E-1,9.274713135E-1,-3.472778320E-2,1.171658524E1
2.893984583E-1,1.047821045E0,6.068380737E-1,1.109088638E1
2.994104583E-1,5.484594727E-1,2.424957275E-1,1.115734818E1
3.094224583E-1,4.511618042E-1,-2.228865051E-1,1.110495712E1
3.194344583E-1,6.349795532E-1,2.724334717E-2,1.011147308E1
3.294464583E-1,9.065148926E-1,-2.071691895E-1,9.444011078E0
3.394584583E-1,1.217418365E0,-4.240681458E-1,9.047635345E0
3.494704583E-1,1.731299744E0,-5.626799011E-1,8.909772034E0
3.594824583E-1,2.354902954E0,-7.231462097E-1,9.037456512E0
3.694944583E-1,2.740950165E0,-9.216334534E-1,8.865314484E0
3.795064583E-1,3.200644226E0,-9.542655945E-1,8.902137909E0
3.895183750E-1,3.278781738E0,-6.870712280E-1,9.010213165E0
3.995303750E-1,3.113974457E0,-2.071691895E-1,9.225465546E0
4.095423750E-1,3.094514923E0,1.426683197E0,8.749605103E0
4.195543750E-1,3.470233612E0,2.393372955E0,1.013452515E1
4.295663750E-1,3.914210358E0,1.125808868E0,1.196776291E1
4.395783750E-1,3.692820740E0,4.427792358E-1,1.093461136E1
4.495903750E-1,3.387605438E0,4.501139832E-1,9.906549225E0
4.596023750E-1,3.470083923E0,9.607022095E-1,1.023152344E1
4.696143750E-1,3.750600586E0,1.338815918E0,1.134296219E1
4.796263750E-1,3.788172455E0,1.345102844E0,1.194351334E1
4.896383750E-1,3.783981171E0,1.835034027E0,1.151794830E1
4.996503750E-1,3.737128601E0,2.366428986E0,1.154100037E1
5.096623750E-1,3.511697388E0,2.129920807E0,1.192674820E1
5.196753750E-1,3.245401154E0,1.507664795E0,1.148067581E1
5.296873750E-1,3.146756287E0,1.359173584E0,1.087189178E1
5.396993750E-1,3.062481537E0,9.666897583E-1,1.018946091E1
5.497113750E-1,2.907853088E0,7.376660156E-1,1.010548553E1
5.597233750E-1,2.933000793E0,1.326092377E0,1.077594131E1
5.697353750E-1,3.061433716E0,2.030078430E0,1.113324829E1
5.797473750E-1,3.169359283E0,2.235151978E0,1.067744614E1
5.897593750E-1,3.432512054E0,2.492466888E0,1.072938812E1
5.997713750E-1,4.311484222E0,3.245850220E0,1.150717072E1
6.097833750E-1,4.959037628E0,4.192481689E0,1.219603821E1
6.197953750E-1,4.795128479E0,3.964954834E0,1.137514526E1
6.298073750E-1,4.803511047E0,3.402424622E0,1.068433182E1
6.398193750E-1,4.959037628E0,3.030298462E0,9.872270508E0
6.498313750E-1,5.356311493E0,2.997516632E0,9.563163300E0
6.598433750E-1,5.862558746E0,3.495531006E0,9.288185120E0
6.698553750E-1,6.144272919E0,3.911665649E0,9.185348969E0
6.798673750E-1,5.614075470E0,3.534749451E0,8.575068054E0
6.898793750E-1,4.740342407E0,2.562521210E0,7.996820526E0
6.998913750E-1,3.816613312E0,2.073039093E0,7.575147400E0
7.099033750E-1,2.965932312E0,2.017354889E0,7.711663513E0
7.199153750E-1,2.286195831E0,2.306403809E0,8.060737610E0
7.299273750E-1,1.767374725E0,2.221530304E0,7.353907471E0
7.399393750E-1,1.514700165E0,1.434317322E0,6.398594055E0
7.499523750E-1,1.556613007E0,1.188977509E0,6.074517975E0
7.599643750E-1,1.698068848E0,1.327738953E0,5.840105438E0
7.699763750E-1,1.823208618E0,1.868564301E0,5.557642822E0
7.799883750E-1,1.932631073E0,2.463876343E0,5.198389893E0
7.900003750E-1,2.007774811E0,2.955753479E0,5.185217285E0
8.000123750E-1,1.819915466E0,3.231629791E0,5.481301575E0
8.100243750E-1,7.235952759E-1,2.576591949E0,8.014483795E0
8.200363750E-1,8.063731384E-1,1.693727875E0,9.367819519E0
8.300483750E-1,1.337468719E0,9.309141541E-1,1.016595978E1
8.400603750E-1,3.221151581E0,1.543590088E0,9.791438599E0
8.500723750E-1,4.962630157E0,2.925067291E0,8.798104248E0
8.600843750E-1,5.016967163E0,4.162993011E0,8.388855286E0
8.700963750E-1,5.038821716E0,5.284909973E0,8.967252502E0
8.801083750E-1,4.469854889E0,5.973777466E0,9.658065948E0
