"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717763416012702E9,"2024-06-07 14:30:16.013 UTC+02:00"
"PAUSE",5.592780449999918E1,1.717763471940363E9,"2024-06-07 14:31:11.940 UTC+02:00"
