Mean Gyro_X,Std Dev Gyro_X,Min Gyro_X,Max Gyro_X,Mean Gyro_Y,Std Dev Gyro_Y,Min Gyro_Y,Max Gyro_Y,Mean Gyro_Z,Std Dev Gyro_Z,Min Gyro_Z,Max Gyro_Z
-0.007650806526099029,0.604913779533689,-1.712861137075,5.71971196229,-0.027117932450368726,1.2065788170770742,-10.1816394806,8.28909609335,-0.07779276496115507,0.559570811139462,-3.61389716865,2.106977303011
