"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.460662502E-2,-3.093088279E-3,4.543201067E-4,2.233643027E-4
2.459362501E-2,1.074987231E-4,-1.691655023E-3,1.331505599E-3
3.458062501E-2,-2.040852560E-4,2.198265400E-3,-6.049996009E-4
4.456762501E-2,-1.017680857E-3,-4.739503493E-4,-7.155208150E-4
5.455562501E-2,-1.064078300E-3,-2.020372311E-3,-8.472212357E-4
6.454262501E-2,6.925426424E-4,1.812182833E-3,-1.187839545E-3
7.452962501E-2,-1.655513886E-3,4.276820458E-3,3.141687950E-3
8.451662501E-2,-9.923868347E-4,5.435561761E-3,-1.148131909E-3
9.450362501E-2,6.116952281E-4,3.583216108E-3,2.517912944E-4
1.044906250E-1,1.389841782E-4,-6.751783658E-4,2.468606457E-3
1.144776250E-1,8.439709200E-4,-1.347071957E-3,-8.334659506E-4
1.244646250E-1,-1.485229703E-3,-1.728170319E-3,-4.758033901E-4
1.344516250E-1,-1.563244849E-3,-3.425048199E-4,-5.458054366E-4
1.444386250E-1,7.627600571E-4,1.045800978E-3,-6.161128404E-4
1.544256250E-1,8.837003261E-4,8.323591901E-4,-1.282221288E-3
1.644126250E-1,-8.707901579E-4,-1.074730419E-3,4.277943517E-4
1.743996250E-1,-5.748823169E-4,8.964933222E-4,-1.517897472E-3
1.843866250E-1,3.852623049E-3,-2.248167293E-3,1.641676994E-3
1.943736250E-1,-1.331300475E-3,2.165052574E-4,-6.256002234E-5
2.043606250E-1,5.480921827E-4,3.299912903E-3,-6.801470881E-4
2.143476250E-1,-1.737740939E-3,1.350090606E-3,-1.978568733E-3
2.243346250E-1,4.958522040E-4,-6.776401424E-4,-6.816091482E-4
2.343216250E-1,1.478065271E-3,1.461715670E-3,2.435942588E-4
2.443086250E-1,-1.421850757E-3,-4.957076744E-4,-1.058957772E-3
2.542956250E-1,1.304711448E-3,4.564349074E-4,-5.099837435E-4
2.642826250E-1,-4.039726336E-4,1.534482464E-3,-1.711335732E-3
2.742696250E-1,1.014420181E-3,-7.541985251E-4,2.783889940E-4
2.842566250E-1,-2.250149846E-4,-6.913479301E-4,-2.239895985E-3
2.942436250E-1,-4.410939873E-4,5.613359390E-4,-1.174613368E-3
3.042306250E-1,4.257649416E-4,1.647639438E-3,4.218483809E-5
3.142176250E-1,-3.965376527E-4,3.209626302E-4,-1.007168787E-3
3.242046250E-1,-7.057306357E-4,1.841094927E-3,1.432553050E-3
3.341916250E-1,-2.778489608E-3,-1.618897426E-3,2.754159505E-5
3.441786250E-1,-5.704627256E-4,-9.110292303E-4,1.168173505E-3
3.541656250E-1,1.110211713E-3,-5.002677790E-4,-1.197844744E-3
3.641526250E-1,1.950971549E-3,-1.049944200E-3,2.450558532E-4
3.741396250E-1,1.647959230E-3,8.728401735E-5,-1.745782676E-3
3.841266250E-1,2.010636963E-4,5.170193035E-3,1.364256721E-3
3.941136250E-1,3.434202168E-3,2.499742806E-2,8.538164198E-2
4.041006250E-1,6.535186432E-3,2.994318493E-2,9.425274730E-1
4.140876250E-1,9.683911689E-3,4.741399363E-2,1.816306114E0
4.240746250E-1,6.978140678E-3,4.290952161E-2,2.419586658E0
4.340616250E-1,1.299732272E-2,4.983631149E-2,2.580700636E0
4.440486250E-1,1.186707709E-2,1.371931843E-2,2.533767700E0
4.540356250E-1,1.522177644E-2,3.825228289E-2,2.352326155E0
4.640226250E-1,8.947368711E-3,2.687499113E-2,2.112953424E0
4.740096250E-1,7.565257605E-3,5.456684530E-2,1.834639549E0
4.839966250E-1,1.191553101E-2,6.001221016E-2,1.649703979E0
4.939836250E-1,2.323924098E-3,7.441654801E-2,1.696878195E0
5.039706250E-1,7.356233895E-3,4.143942147E-2,1.933520555E0
5.139576250E-1,-5.077144131E-3,1.467202604E-2,2.177968264E0
5.239446250E-1,2.754524723E-2,1.012122482E-1,2.276844740E0
5.339316250E-1,9.584991261E-3,8.526322246E-2,2.201955557E0
5.439186250E-1,-4.650937393E-3,4.117512330E-2,1.969430089E0
5.539056250E-1,-4.868424311E-2,-1.452350020E-1,1.304918289E0
5.638926250E-1,-1.439668089E-1,-4.849749804E-1,4.480330944E-1
5.738796250E-1,-9.564778209E-2,-3.383944035E-1,2.957189083E-1
5.838666250E-1,-9.409941733E-2,-6.508852243E-1,5.951098800E-1
