"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.621374977E-3,-1.886077881E-2,1.927990723E-1,9.825417938E0
8.365625021E-3,-2.679428101E-2,1.902543640E-1,9.822124786E0
1.835262502E-2,-2.963836670E-2,1.838177490E-1,9.836195526E0
2.833962502E-2,-3.323089600E-2,1.901046753E-1,9.817933502E0
3.832662501E-2,-3.293151855E-2,1.968406677E-1,9.838889923E0
4.831362501E-2,-1.227447510E-2,1.886077881E-1,9.837093658E0
5.830062501E-2,-2.245330811E-2,1.908531189E-1,9.831405487E0
6.828762501E-2,-2.529739380E-2,1.827699280E-1,9.861642609E0
7.827462500E-2,-2.829116821E-2,2.008822632E-1,9.786648560E0
8.826162500E-2,-2.320175171E-2,1.883084106E-1,9.811945953E0
9.824862500E-2,-3.008743286E-2,1.948947144E-1,9.827513580E0
1.082356250E-1,-2.380050659E-2,1.923500061E-1,9.828112335E0
1.182226250E-1,-1.975891113E-2,1.886077881E-1,9.827663269E0
1.282096250E-1,-2.365081787E-2,1.957928467E-1,9.830357666E0
1.381966250E-1,-2.739303589E-2,1.902543640E-1,9.821825409E0
1.481836250E-1,-2.634521484E-2,2.053729248E-1,9.811646576E0
1.581706250E-1,-4.101470947E-2,1.820214844E-1,9.833650818E0
1.681576250E-1,-2.005828857E-2,1.868115234E-1,9.835596771E0
1.781446250E-1,-1.856140137E-2,1.933978271E-1,9.811347198E0
1.881316250E-1,-1.796264648E-2,1.911524963E-1,9.825118561E0
1.981186250E-1,-5.239105225E-3,1.776805115E-1,9.816586304E0
2.081056250E-1,-2.185455322E-2,1.853146362E-1,9.858798523E0
2.180926250E-1,-2.499801636E-2,1.848655701E-1,9.831405487E0
2.280796250E-1,-2.544708252E-2,1.951940918E-1,9.824370117E0
2.380666250E-1,-2.739303589E-2,1.874102783E-1,9.836494904E0
2.480536250E-1,-3.083587646E-2,1.995350647E-1,9.824669495E0
2.580406250E-1,-2.215393066E-2,1.929487610E-1,9.837542725E0
2.680276250E-1,-2.948867798E-2,1.833686829E-1,9.829908600E0
2.780146250E-1,-1.511856079E-2,1.821711731E-1,9.833501129E0
2.880016250E-1,-2.619552612E-2,1.993853760E-1,9.822873230E0
2.979886250E-1,-2.035766602E-2,1.975891113E-1,9.819430389E0
3.079756250E-1,-1.886077881E-2,1.815724182E-1,9.824669495E0
3.179626250E-1,-4.131408691E-2,1.886077881E-1,9.815688171E0
3.279496250E-1,-1.392105103E-2,1.754351807E-1,9.838291168E0
3.379366250E-1,-2.918930054E-2,1.945953369E-1,9.823022919E0
3.479236250E-1,-3.472778320E-2,1.866618347E-1,9.814041595E0
3.579106250E-1,-3.592529297E-2,1.719923401E-1,9.821675720E0
3.678976250E-1,-3.742218018E-2,1.881587219E-1,9.833800507E0
3.778846250E-1,-3.772155762E-2,1.913021851E-1,9.834249573E0
3.878716250E-1,-2.409988403E-2,1.761836243E-1,9.832902374E0
3.978586250E-1,-7.274871826E-2,-4.370910645E-2,9.915680237E0
4.078456250E-1,-8.488847351E-1,-3.247496796E0,9.787397003E0
4.178326250E-1,-1.083147583E0,-4.428391113E0,9.921518097E0
4.278196250E-1,-5.962101746E-1,-3.212619324E0,9.919871521E0
4.378066250E-1,1.216969299E-1,-1.090482330E0,9.781409454E0
4.477936250E-1,5.505551147E-1,2.381547546E-1,9.910141754E0
4.577806250E-1,6.307882690E-1,8.967851257E-1,9.815239105E0
4.677676250E-1,7.138655090E-1,1.434916077E0,9.778415680E0
4.777546250E-1,7.295828247E-1,1.928140411E0,9.736802216E0
4.877416250E-1,8.440946960E-1,2.169738007E0,9.786498871E0
4.977286250E-1,9.761201477E-1,2.382595367E0,9.772877197E0
5.077156250E-1,1.313219147E0,1.743723907E0,9.811197510E0
5.177026250E-1,1.763333130E0,2.096689911E0,9.723479919E0
5.276896250E-1,2.365081787E0,2.734962616E0,9.998308411E0
5.376766250E-1,4.206402740E0,2.913990326E0,9.595496063E0
5.476636250E-1,4.379891968E0,1.436712341E0,9.852661285E0
5.576506250E-1,2.535128174E0,5.246589661E-1,9.500892792E0
5.676376250E-1,-6.616091766E0,5.257067871E-1,8.753347321E0
5.776246250E-1,-6.979236603E0,-1.048569489E0,1.243164825E1
5.876116250E-1,-3.038531342E0,-2.716550903E0,9.970316620E0
5.975986250E-1,-1.953437805E0,-2.080523529E0,9.164093170E0
6.075856250E-1,-1.527573395E0,-1.884580994E-1,1.039917480E1
6.175726250E-1,-1.956581268E0,-1.110989685E0,9.907297668E0
6.275596250E-1,-2.193688202E0,-2.148631897E0,1.006042923E1
6.375466250E-1,-6.496490479E-1,-9.777667236E-1,1.007584717E1
6.475336250E-1,2.010319519E0,7.634124756E-2,9.347910919E0
6.575206250E-1,5.191803589E0,9.428892517E-1,9.113348694E0
6.675076250E-1,7.591164093E0,1.444047089E0,9.243428192E0
6.774946250E-1,9.917177124E0,2.049088898E0,1.060484711E1
6.874816250E-1,1.207763443E1,1.089284821E0,1.116513199E1
6.974686250E-1,1.388138351E1,4.315525818E-1,1.127694946E1
7.074556250E-1,1.476349915E1,6.774911499E-1,1.126991409E1
7.174426250E-1,1.449166443E1,8.891510010E-1,1.192450287E1
7.274296250E-1,1.344534027E1,4.049079895E-1,1.434481979E1
7.374166250E-1,1.219993011E1,-5.881269836E-1,1.393063110E1
7.474036250E-1,1.206715622E1,-1.101110229E0,1.279075150E1
7.573906250E-1,1.333666626E1,1.118174744E-1,9.152118073E0
7.673776250E-1,1.461096634E1,1.438358917E0,7.993377686E0
7.773646250E-1,1.589020615E1,2.238894196E0,5.213508453E0
7.873516250E-1,2.028072601E1,3.775598602E0,9.158255310E0
7.973386250E-1,2.169648193E1,4.546794891E0,8.715625763E0
8.073256250E-1,1.510434036E1,2.159110107E0,6.215375061E0
8.173126250E-1,1.732482285E1,-1.135987701E0,8.951086121E0
8.272996250E-1,1.693533279E1,2.448907471E-1,8.270750885E0
8.372866250E-1,1.279060181E1,3.468287659E-1,9.079818420E0
8.472736250E-1,8.550668793E0,-2.642005920E0,1.039124130E1
8.572606250E-1,4.664450226E0,6.436614990E-3,1.127335693E1
8.672476250E-1,3.016676788E0,4.060755615E0,1.159443924E1
8.772346250E-1,3.053649902E0,5.697152710E0,1.302725967E1
8.872216250E-1,3.471431122E0,6.639892273E0,1.305929306E1
8.972086250E-1,3.264561310E0,7.114255829E0,1.167392395E1
9.071956250E-1,2.510579224E0,7.340884552E0,9.172176361E0
9.171826250E-1,2.095193024E0,6.200555878E0,6.884483643E0
9.271696250E-1,2.189347229E0,5.128634949E0,4.204307098E0
9.371566250E-1,2.136058044E0,4.835694122E0,2.842439117E0
9.471436250E-1,2.134261780E0,4.895270233E0,1.421893158E0
9.571306250E-1,2.232158203E0,5.368735657E0,-3.138972473E-1
9.671176250E-1,2.302062836E0,5.516777802E0,-4.258644104E-1
9.771046250E-1,2.305056610E0,5.777984619E0,-1.027014313E0
9.870916250E-1,2.456990662E0,6.257437592E0,-1.679208069E0
9.970786250E-1,2.794538727E0,6.664291534E0,-1.413660278E0
1.007065625E0,3.077151031E0,7.041058044E0,-1.044527893E0
1.017052625E0,3.273991699E0,7.158563690E0,-5.846841431E-1
1.027039625E0,3.064876556E0,7.047494659E0,-3.896397400E-1
1.037026625E0,2.798580322E0,7.064708862E0,-4.622387695E-1
1.047013625E0,3.152145081E0,6.994953918E0,-5.613327026E-2
1.057000625E0,3.823498993E0,6.556216278E0,8.143066406E-1
1.066987625E0,4.824317780E0,6.061345367E0,1.064286804E0
1.076974625E0,5.813161469E0,5.575006714E0,8.479866028E-1
1.086961625E0,6.801256714E0,5.517077179E0,3.802093506E-1
1.096948625E0,7.438481598E0,5.448370056E0,-1.312770081E-1
1.106935625E0,7.985294495E0,5.773493958E0,-2.805166626E-1
1.116922625E0,8.555907898E0,6.280639343E0,-1.128054199E0
1.126909625E0,9.024433594E0,6.366560669E0,-1.560055847E0
1.136896625E0,9.176517334E0,6.193819885E0,-1.449735260E0
1.146883625E0,9.208251343E0,5.769452362E0,-1.654359741E0
1.156870625E0,9.145980835E0,5.645510101E0,-1.831740875E0
1.166857250E0,9.103469238E0,5.890251160E0,-1.620230713E0
1.176844250E0,9.130413208E0,6.203250275E0,-1.000070343E0
1.186831250E0,9.107061768E0,6.212680664E0,-2.170486450E-1
1.196818250E0,8.932375031E0,5.915249176E0,2.035766602E-1
1.206805250E0,8.568930817E0,5.405858459E0,1.224453735E-1
1.216792250E0,8.242160339E0,4.600982208E0,2.206411743E-1
1.226779250E0,7.883805542E0,4.444856873E0,5.852828979E-1
1.236766250E0,6.867419128E0,5.069956970E0,-8.252339172E-1
1.246753250E0,6.060147858E0,5.997278595E0,-2.662363586E0
1.256740250E0,6.477929077E0,6.481820984E0,-2.376757507E0
1.266727250E0,7.799081726E0,6.619085541E0,-1.093925171E0
1.276714250E0,9.237290955E0,6.214027863E0,-4.962181091E-1
