"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717697548747408E9,"2024-06-06 21:12:28.747 UTC+03:00"
"PAUSE",2.423660487499728E1,1.717697572976284E9,"2024-06-06 21:12:52.976 UTC+03:00"
