Timestamps,Acc_X,Acc_Y,Acc_Z,Label,Delta Time
1.7175970080185132e+18,3.17352811435,-0.54262909698,9.41687999735,1,11400000000
1.7175970082185132e+18,3.2066242905,-0.411531715395,9.1395442199,1,11400000000
1.7175970084185132e+18,3.28968656165,-0.193876831048,8.9143225708,1,11400000000
1.7175970086185132e+18,4.74511747745,2.015311637795,9.80694635005,1,11400000000
1.7175970088185132e+18,4.2223520737,2.65363673405,8.63569198645,1,11400000000
1.7175970090185132e+18,4.417104583550001,4.255620391799999,6.47739019775,1,11400000000
1.7175970092185132e+18,2.9140502013650003,7.8589796677,7.144807296649999,1,11400000000
1.7175970094185132e+18,7.7588004914,5.5270389633868495,1.810297965985,1,11400000000
1.7175970096185132e+18,-0.93633288572,9.012099242635,7.8905789568500015,1,11400000000
1.7175970098185132e+18,4.218048522899999,8.3145572892,5.47276183325,1,11400000000
1.7175970100185132e+18,-1.839689346286,8.7934638976,2.2340891875,1,11400000000
1.7175970102185132e+18,-1.440514434734,9.7096636501,0.7505841521999999,1,11400000000
1.7175970104185132e+18,-1.756462417645,10.14070729075,0.3242931288929999,1,11400000000
1.7175970106185132e+18,-1.6442707214499996,9.6354105605,0.3409759368619999,1,11400000000
1.7175970108185132e+18,-1.81278279875,9.6753924178,0.604031410225,1,11400000000
1.7175970110185132e+18,-1.92927056127,9.33666181165,1.0114167480115,1,11400000000
1.7175970112185132e+18,-1.7462461624675,9.696767966999998,0.5281616821669999,1,11400000000
1.7175970114185132e+18,-1.38753959666,9.95584172025,0.895250816355,1,11400000000
1.7175970116185132e+18,-1.7792674942150004,9.58455381805,0.7063211975745001,1,11400000000
1.7175970118185132e+18,-1.6863706740899995,9.604821670899998,0.6453978881718501,1,11400000000
1.7175970120185132e+18,-1.38979989627,9.5100387728,0.7156991958795,1,11400000000
1.7175970122185132e+18,-0.7669077072149999,9.8390470966,1.81138320924,1,11400000000
1.7175970124185132e+18,-0.0901799697957,9.962749855800002,2.3203547973500003,1,11400000000
1.7175970126185132e+18,-1.161756614575,8.3800011981,4.120406570399998,1,11400000000
1.7175970128185132e+18,-1.2652439117000005,8.178392944199999,5.02125574485,1,11400000000
1.7175970130185132e+18,-1.5751893768,8.213906593499999,5.440810775699999,1,11400000000
1.7175970132185132e+18,-2.05688019565,8.1659163894,6.1143276901500005,1,11400000000
1.7175970134185132e+18,-1.5566354598274,6.2842094193,7.262253067050001,1,11400000000
1.7175970136185132e+18,-2.10064917756,1.9316057052500004,8.965186798150002,1,11400000000
1.7175970138185132e+18,-2.18303784945,0.3526067504890001,9.51616852575,1,11400000000
1.7175970140185132e+18,-0.56402709962,-0.214219528197,9.905636123650002,1,11400000000
1.7175970142185132e+18,-1.2861105194,1.0120080184,10.15923127,1,11400000000
1.7175970144185132e+18,-0.51750384524,1.9925589522,9.64801435125,1,11400000000
1.7175970146185132e+18,-0.279401481585,0.323522232049,9.1368348541,1,11400000000
1.7175970148185132e+18,-0.0902248763972499,0.347150596627,9.65471292075,1,11400000000
1.7175970150185132e+18,0.8184754715100002,1.50330136877,9.4895014801,1,11400000000
1.7175970152185132e+18,1.5906821594,1.9379150848,9.14160992435,1,11400000000
1.7175970154185132e+18,1.08049809272,1.99556021115,9.2889260787,1,11400000000
1.7175970156185132e+18,0.2180440750175,1.69872747805,9.10085717015,1,11400000000
1.7175970158185132e+18,-0.1956057357735,1.12772488402,9.147941757249995,1,11400000000
1.7175970160185132e+18,-0.04041595459,0.5864355011,9.637438842749996,1,11400000000
1.7175970162185132e+18,0.3752247161850001,0.3116519164949999,10.568465262949998,1,11400000000
1.7175970164185132e+18,0.70621641541,0.5084327087449999,11.450423721499998,1,11400000000
1.7175970166185132e+18,1.052798194785,0.734395317065,10.466699387,1,11400000000
1.7175970168185132e+18,0.748563354485,0.987765930195,10.0347501295,1,11400000000
