"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717597007989426E9,"2024-06-05 16:16:47.989 UTC+02:00"
"PAUSE",1.751432031250006E2,1.717597183128097E9,"2024-06-05 16:19:43.128 UTC+02:00"
