Timestamps,Gyro_X,Gyro_Y,Gyro_Z,Label,Set_Time
1.7177642593896768e+18,-0.0167617556711904,-0.0173284380501619,-0.0343094553273333,1,15200000000.0
1.7177642595896768e+18,0.00646247617015,0.007189906760635,-0.0231410829115249,1,15200000000.0
1.7177642597896768e+18,-0.1286399613340499,0.01146364071145,-0.007631896600145,1,15200000000.0
1.7177642599896768e+18,-0.38560119345,0.06040189187695,-0.03512551193174,1,15200000000.0
1.7177642601896768e+18,-0.66938306689,0.0964538754925,0.0130856318397349,1,15200000000.0
1.7177642603896768e+18,-0.58793304265,0.06219965252905,-0.0407158415861,1,15200000000.0
1.7177642605896768e+18,-0.19312448980475,0.092845534716,0.079206363668,1,15200000000.0
1.7177642607896768e+18,0.0771048929108095,-0.0522096377871428,-0.0673177925051685,1,15200000000.0
1.7177642609896768e+18,0.52028849274,-0.01099363877835,0.06475444685177,1,15200000000.0
1.7177642611896768e+18,0.477004222585,-0.15160226625905,0.0048323975885,1,15200000000.0
1.7177642613896768e+18,0.5182044610400001,-0.0664224222775,-0.0082062523769999,1,15200000000.0
1.7177642615896768e+18,0.32797015662205,-0.103697629897205,-0.0308416642786499,1,15200000000.0
1.7177642617896768e+18,-0.366339579595,0.01423149441855,-0.0252999720512,1,15200000000.0
1.7177642619896768e+18,-0.7102189272650001,0.115535710038675,-0.0395502116069999,1,15200000000.0
1.7177642621896768e+18,-0.6215431576571429,0.1138638217166666,0.0522021533299523,1,15200000000.0
1.7177642623896768e+18,-0.1727481780989999,0.1356164917364999,0.0546415401984499,1,15200000000.0
1.7177642625896768e+18,0.2305948645354999,0.180185161531,0.04715263624565,1,15200000000.0
1.7177642627896768e+18,0.381209791455,-0.111853788464,-0.0306313735909,1,15200000000.0
1.7177642629896768e+18,0.3983966715549999,0.0635537322049,-0.0332809361546999,1,15200000000.0
1.7177642631896768e+18,0.55426563025,-0.30471458964825,-0.0231932037759,1,15200000000.0
1.7177642633896768e+18,0.4965625293449999,-0.12128937281985,-0.05063712487406,1,15200000000.0
1.7177642635896768e+18,-0.18152200721645,0.1929736018149999,0.04381947893846,1,15200000000.0
1.7177642637896768e+18,-0.4760203240857143,-0.1713373597811429,-0.1494231677746666,1,15200000000.0
1.7177642639896768e+18,-0.6056719645850001,-0.11304343407765,-0.05445140237037,1,15200000000.0
1.7177642641896768e+18,-0.4392630010749999,-0.0110894469669,-0.0462267988629,1,15200000000.0
1.7177642643896768e+18,-0.1859597612649999,0.099486231051,0.06886542936375,1,15200000000.0
1.7177642645896768e+18,0.23612864762145,0.323815979055,0.241483431305,1,15200000000.0
1.7177642647896768e+18,0.39186466663485,0.0408310064069999,-0.0040066574684499,1,15200000000.0
1.7177642649896768e+18,0.36301742345,-0.1338255866495,0.049897294668895,1,15200000000.0
1.7177642651896768e+18,0.492863355647619,-0.1266657062690428,0.0512222530012809,1,15200000000.0
1.7177642653896768e+18,0.3239093489999999,-0.306869136914,-0.0885883641107,1,15200000000.0
1.7177642655896768e+18,-0.175073041202,0.09138818639525,-0.0104165455771,1,15200000000.0
1.7177642657896768e+18,-0.405539339775,0.0630504756958,0.0825859195128999,1,15200000000.0
1.7177642659896768e+18,-0.598633378745,-0.0132479059499999,-0.0261662876179999,1,15200000000.0
1.7177642661896768e+18,-0.46111849249,0.0967302918038,0.1003398318715,1,15200000000.0
1.7177642663896768e+18,-0.38397508114,0.175447768839555,-0.0601790126445,1,15200000000.0
1.7177642665896768e+18,0.1889942951495,0.06108746985,0.0307956543598999,1,15200000000.0
1.7177642667896768e+18,0.6770364429142858,0.1063083439431047,0.0357071672747619,1,15200000000.0
1.7177642669896768e+18,0.5283476814600001,-0.133614966281,0.0465225535401499,1,15200000000.0
1.7177642671896768e+18,0.39879289344,-0.123155100419945,0.0136521430684999,1,15200000000.0
1.7177642673896768e+18,-0.069008200054,0.03066202700555,0.0600401900181499,1,15200000000.0
1.7177642675896768e+18,-0.4981056168599999,0.0164277078799,-0.0496948535018299,1,15200000000.0
1.7177642677896768e+18,-0.59777717144,0.0814387998758,-0.0265166428874999,1,15200000000.0
1.7177642679896768e+18,-0.388391829295,0.08411061251545,-0.057515079386215,1,15200000000.0
1.7177642681896768e+18,-0.0425981343003809,0.1903396358892857,-0.0289210994863809,1,15200000000.0
1.7177642683896768e+18,0.2401121126545,-0.0599186623209,0.1223840138358499,1,15200000000.0
1.7177642685896768e+18,0.5290956526849999,0.0027879007209999,0.1726001594215,1,15200000000.0
1.7177642687896768e+18,0.5857802853,-0.1955476199558999,-0.074627487363,1,15200000000.0
1.7177642689896768e+18,0.4485846161949999,0.0384579001009999,0.153625060531,1,15200000000.0
1.7177642691896768e+18,-0.0713924687395,0.0931748339192699,0.083510798217,1,15200000000.0
1.7177642693896768e+18,-0.46028295308,-0.0168235600742,-0.12162247109035,1,15200000000.0
1.7177642695896768e+18,-0.8131131444619049,0.2060367424600476,-0.1209129054285714,1,15200000000.0
1.7177642697896768e+18,-0.5202248811750001,-0.17288943103645,-0.2505570896,1,15200000000.0
1.7177642699896768e+18,0.273804448659,-0.2064169671405,0.1133489785685,1,15200000000.0
1.7177642701896768e+18,0.26749697924,-0.26608123593,0.0185754896026499,1,15200000000.0
1.7177642703896768e+18,0.02370408412785,0.2594525145315,0.1188397985005,1,15200000000.0
1.7177642705896768e+18,-0.06744957014775,0.0228334190663999,0.0894289175075,1,15200000000.0
1.7177642707896768e+18,-0.051431663147,0.0155231222038999,0.0190715895269,1,15200000000.0
1.7177642709896768e+18,0.0211379448414999,-0.00294358113242,-0.0141643390166,1,15200000000.0
1.7177642711896768e+18,0.032148528667619,0.008157395936,-0.0021524023085714,1,15200000000.0
1.7177642713896768e+18,0.038451966085,0.0027723516343499,-0.0061653201236049,1,15200000000.0
