"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.075204167E-2,-5.178548694E-1,-6.219619513E-1,-4.290656000E-2
4.076204167E-2,-5.761493444E-1,-6.173757315E-1,-7.032140344E-2
5.077204167E-2,-5.448564887E-1,-5.344926119E-1,-1.213674843E-1
6.078204167E-2,-4.787906706E-1,-4.606895447E-1,-1.709960103E-1
7.079204167E-2,-4.295584857E-1,-4.275179207E-1,-2.036199123E-1
8.080204167E-2,-4.133017659E-1,-4.315286279E-1,-2.142690867E-1
9.081304167E-2,-4.243852496E-1,-4.407442212E-1,-1.911135316E-1
1.008230417E-1,-4.607602954E-1,-4.147504568E-1,-1.375733465E-1
1.108330417E-1,-4.980162680E-1,-3.616357744E-1,-5.986733362E-2
1.208430417E-1,-5.321598053E-1,-3.180123866E-1,4.453843087E-2
1.308530417E-1,-5.786120296E-1,-3.104293346E-1,1.585483551E-1
1.408630417E-1,-6.313865781E-1,-3.638768494E-1,2.712277770E-1
1.508730417E-1,-6.791337132E-1,-4.709352553E-1,3.756476045E-1
1.608840417E-1,-7.287619710E-1,-6.215596199E-1,4.512198567E-1
1.708940417E-1,-7.917916775E-1,-7.906467915E-1,4.902040660E-1
1.809040417E-1,-8.588476777E-1,-8.985482454E-1,4.837237895E-1
1.909140417E-1,-9.356261492E-1,-8.685043454E-1,4.140104353E-1
2.009240417E-1,-1.029253244E0,-7.411831617E-1,2.832582891E-1
2.109340417E-1,-1.080410480E0,-7.242046595E-1,1.442472786E-1
2.209450417E-1,-1.053248882E0,-7.556592226E-1,2.796833962E-2
2.309550417E-1,-9.462997913E-1,-7.472657561E-1,-2.626050077E-2
2.409650417E-1,-8.038076162E-1,-6.774201393E-1,-9.074058384E-3
2.509750417E-1,-6.603020430E-1,-6.006921530E-1,7.934983820E-2
2.609850417E-1,-5.227393508E-1,-5.450549722E-1,1.966511607E-1
2.709950417E-1,-3.900858760E-1,-5.425530076E-1,3.102223873E-1
2.810050417E-1,-2.499567419E-1,-5.305272341E-1,3.899225295E-1
2.910150417E-1,-1.446544677E-1,-3.769702911E-1,4.253763258E-1
3.010260417E-1,-7.761577517E-2,-1.181541756E-1,4.375986457E-1
3.110360417E-1,-2.415271848E-2,1.389459223E-1,4.512694776E-1
3.210460417E-1,7.715731859E-3,4.275398850E-1,4.977610707E-1
3.310560417E-1,3.313644603E-2,6.774486899E-1,5.849852562E-1
3.410660417E-1,8.896908164E-2,8.047541976E-1,6.888498664E-1
3.510760417E-1,1.672876924E-1,8.968107104E-1,7.988981009E-1
3.610860417E-1,2.394756079E-1,1.033506751E0,9.060823321E-1
3.710970417E-1,2.692259848E-1,1.113791943E0,1.004020691E0
3.811114167E-1,9.528587013E-2,1.264071465E0,1.093106985E0
3.911214167E-1,-2.171181440E-1,8.644984961E-1,1.208483458E0
4.011314167E-1,-7.074761391E-1,5.076753497E-1,1.417192221E0
4.111414167E-1,-1.228355408E0,6.317948550E-2,1.709752440E0
4.211514167E-1,-1.632755160E0,-3.787316084E-1,2.002784491E0
4.311614167E-1,-1.799685478E0,-6.215788722E-1,2.199656963E0
4.411724167E-1,-1.779232740E0,-6.551043391E-1,2.281904221E0
4.511824167E-1,-1.683111429E0,-6.123843193E-1,2.286668777E0
4.611924167E-1,-1.630742788E0,-5.475174189E-1,2.297746181E0
4.712024167E-1,-1.672863722E0,-5.707831979E-1,2.333764553E0
4.812124167E-1,-1.800464272E0,-8.572309017E-1,2.414418697E0
4.912224167E-1,-2.018694878E0,-1.298426390E0,2.640190125E0
5.012324167E-1,-2.286479712E0,-1.862037659E0,3.012677193E0
5.112434167E-1,-2.485917091E0,-2.448626041E0,3.415548563E0
5.212534167E-1,-2.582100630E0,-2.811022043E0,3.798752546E0
5.312634167E-1,-2.604013920E0,-2.868287563E0,4.144806385E0
5.412734167E-1,-2.632646799E0,-2.751363039E0,4.474128723E0
5.512834167E-1,-2.735213280E0,-2.781227350E0,4.828835011E0
5.612934167E-1,-2.993339777E0,-3.000613213E0,5.261812687E0
5.713034167E-1,-3.380863905E0,-3.275321960E0,5.733285904E0
5.813144167E-1,-3.759287596E0,-3.395113707E0,6.134735584E0
5.913244167E-1,-4.038026333E0,-3.024380684E0,6.393251896E0
6.013344167E-1,-4.225978851E0,-2.200803041E0,6.504539967E0
6.113444167E-1,-4.363431931E0,-1.277739167E0,6.502955437E0
6.213544167E-1,-4.477707863E0,-5.406549573E-1,6.453578472E0
6.313644167E-1,-4.570698738E0,-1.260952353E-1,6.435267925E0
6.413744167E-1,-4.595700264E0,6.576076150E-2,6.498026371E0
6.513854167E-1,-4.463811398E0,1.298665553E-1,6.613261223E0
6.613954167E-1,-4.127041340E0,3.376077712E-1,6.744249821E0
6.714054167E-1,-3.651343584E0,7.638492584E-1,6.794510841E0
6.814154167E-1,-3.132508993E0,1.274500251E0,6.678537369E0
6.914254167E-1,-2.680240870E0,1.695274472E0,6.391888618E0
7.014354167E-1,-2.329992294E0,1.866535425E0,5.968452454E0
