"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.449604167E-2,-9.849517822E-2,1.853745117E0,9.865684204E0
3.450604167E-2,-2.143542480E-1,1.858684845E0,9.782008209E0
4.451604167E-2,-2.790197754E-1,1.791324921E0,9.641899567E0
5.452604167E-2,-3.390449524E-1,1.700912933E0,9.400002594E0
6.453604167E-2,-3.034190369E-1,1.672023010E0,9.439819794E0
7.454604167E-2,-2.633024597E-1,1.661544800E0,9.631571045E0
8.455704167E-2,-2.197430420E-1,1.688339081E0,9.818083191E0
9.456704167E-2,-1.317260742E-1,1.721270599E0,9.924661560E0
1.045770417E-1,6.451583862E-2,1.687291260E0,9.992769928E0
1.145870417E-1,3.052153015E-1,1.629661102E0,1.000803818E1
1.245970417E-1,3.776646423E-1,1.625769196E0,9.970615997E0
1.346070417E-1,3.948788452E-1,1.614093475E0,9.966873779E0
1.446170417E-1,4.495152283E-1,1.614841919E0,1.003438339E1
1.546280417E-1,4.426295471E-1,1.681004333E0,1.004216721E1
1.646380417E-1,3.614982605E-1,1.709744568E0,1.009934830E1
1.746480417E-1,3.055146790E-1,1.688488770E0,1.027807663E1
1.846580417E-1,3.052153015E-1,1.633702698E0,1.041100021E1
1.946680417E-1,6.219566345E-1,1.276695099E0,1.006536896E1
2.046780417E-1,9.379495239E-1,7.857160950E-1,9.607171783E0
2.146880417E-1,9.910890198E-1,7.188052368E-1,9.976154480E0
2.246990417E-1,1.014141083E0,6.852749634E-1,1.036055511E1
2.347090417E-1,9.490264893E-1,7.161108398E-1,1.026430527E1
2.447190417E-1,9.686357117E-1,8.149053955E-1,1.004186783E1
2.547290417E-1,1.121767273E0,8.319699097E-1,9.992021484E0
2.647390417E-1,1.375190277E0,7.164102173E-1,1.011746063E1
2.747490417E-1,1.600322113E0,6.156697083E-1,1.035890854E1
2.847590417E-1,1.605710907E0,5.539979553E-1,1.051757858E1
2.947700417E-1,1.635498962E0,4.761598206E-1,1.033136581E1
3.047800417E-1,1.751657410E0,2.408491516E-1,1.025562332E1
3.147900417E-1,1.848655701E0,-9.849517822E-2,1.056742493E1
3.248000417E-1,2.138003998E0,-2.176473999E-1,1.078477295E1
3.348100417E-1,2.529440002E0,-2.134561157E-1,1.101095261E1
3.448200417E-1,2.983296204E0,-3.376977539E-1,1.127500351E1
3.548300417E-1,3.303031311E0,-5.279521179E-1,1.120973923E1
3.648410417E-1,3.354224854E0,-7.044351196E-1,1.060948746E1
3.748554167E-1,3.262315979E0,-9.277706909E-1,1.041953247E1
3.848654167E-1,2.842588806E0,-1.699715424E0,9.995464325E0
3.948754167E-1,2.879711609E0,-2.267933807E0,1.147678391E1
4.048854167E-1,3.347189484E0,-2.039508820E0,1.171838150E1
4.148954167E-1,3.754941559E0,-1.596130829E0,1.176972473E1
4.249054167E-1,3.729793854E0,-1.619182892E0,1.156345367E1
4.349164167E-1,3.378624115E0,-2.407892761E0,1.036399796E1
4.449264167E-1,3.081941071E0,-3.407663727E0,8.983418884E0
4.549364167E-1,3.028352509E0,-4.199067993E0,8.250393219E0
4.649464167E-1,3.136876831E0,-4.744982758E0,8.057893524E0
4.749564167E-1,3.210823059E0,-5.327271881E0,8.144862671E0
4.849664167E-1,3.125350800E0,-6.216722260E0,8.691675568E0
4.949764167E-1,3.195405121E0,-6.776857452E0,9.148076477E0
5.049874167E-1,3.332370300E0,-7.001839600E0,9.639803925E0
5.149974167E-1,3.178041229E0,-7.550448761E0,1.006132736E1
5.250074167E-1,2.847229156E0,-8.352181549E0,9.846524048E0
5.350174167E-1,2.636916504E0,-9.024433594E0,9.347910919E0
5.450274167E-1,2.578537903E0,-9.603130188E0,9.306596832E0
5.550374167E-1,2.596799927E0,-9.848170624E0,1.005084915E1
5.650474167E-1,2.553240509E0,-9.302555237E0,1.117980148E1
5.750584167E-1,2.249073029E0,-8.945248260E0,1.226160187E1
5.850684167E-1,1.490749969E0,-8.830287323E0,1.315524353E1
5.950784167E-1,8.666976929E-2,-8.667276306E0,1.341061249E1
6.050884167E-1,-1.577120361E0,-8.687484283E0,1.352347778E1
6.150984167E-1,-3.236719208E0,-8.905880127E0,1.418629944E1
6.251084167E-1,-4.285139008E0,-8.978329468E0,1.499566635E1
6.351184167E-1,-4.189487915E0,-8.719966736E0,1.524370056E1
6.451294167E-1,-3.301384735E0,-8.253686371E0,1.490675125E1
6.551394167E-1,-2.302811279E0,-7.524402924E0,1.442235855E1
6.651494167E-1,-1.747166748E0,-6.204597473E0,1.370579865E1
6.751594167E-1,-1.906285858E0,-4.866529999E0,1.271920029E1
6.851694167E-1,-2.853516083E0,-4.137545929E0,1.250050507E1
6.951794167E-1,-3.967499542E0,-3.595523071E0,1.280572037E1
7.051894167E-1,-4.751569061E0,-3.215463409E0,1.333966003E1
7.152004167E-1,-4.683161316E0,-3.104693756E0,1.388856857E1
7.252104167E-1,-3.532504120E0,-2.582429810E0,1.394066025E1
7.352204167E-1,-2.303559723E0,-1.620230713E0,1.341315720E1
7.452304167E-1,-1.776356049E0,-1.050066376E0,1.280616943E1
7.552404167E-1,-1.764680328E0,-7.807763672E-1,1.259795242E1
7.652504167E-1,-2.016007690E0,-4.637356567E-1,1.249811005E1
7.752604167E-1,-2.351609802E0,-5.032534790E-1,1.244272522E1
7.852714167E-1,-2.245031433E0,-8.226892090E-1,1.210547653E1
7.952814167E-1,-1.641785889E0,-8.732839966E-1,1.117186798E1
8.052914167E-1,-1.078207855E0,-7.447013855E-1,1.044138702E1
8.153014167E-1,-8.710386658E-1,-7.698490906E-1,9.781259766E0
8.253114167E-1,-9.289682007E-1,-1.106499023E0,9.173523560E0
8.353214167E-1,-8.734336853E-1,-1.753303986E0,8.943002930E0
8.453314167E-1,-4.505630493E-1,-2.231260071E0,8.452323303E0
8.553424167E-1,1.691482544E-1,-2.916984100E0,7.729925537E0
8.653524167E-1,9.108558655E-1,-3.614383850E0,7.425907745E0
8.753624167E-1,1.361119537E0,-4.160148926E0,6.978937225E0
8.853724167E-1,1.568288727E0,-4.777315521E0,6.453978882E0
8.953824167E-1,1.645378418E0,-5.353168030E0,5.584137726E0
9.053924167E-1,1.656754761E0,-6.039939880E0,4.979395294E0
9.154024167E-1,1.780247955E0,-6.451434174E0,4.449197845E0
9.254134167E-1,2.081571350E0,-6.544839935E0,4.027674408E0
9.354234167E-1,2.211351471E0,-6.311026154E0,3.556753693E0
9.454334167E-1,1.674867096E0,-6.664141846E0,3.097957764E0
9.554434167E-1,8.378077698E-1,-6.976841583E0,2.858306122E0
9.654534167E-1,2.920426941E-1,-7.224277039E0,2.094145203E0
9.754634167E-1,-3.695814514E-1,-7.851472778E0,1.645677795E0
9.854734167E-1,-8.702902222E-1,-8.021968231E0,8.318202209E-1
9.954844167E-1,-8.927435303E-1,-7.952213287E0,5.089416504E-2
1.005494417E0,-8.369096375E-1,-7.881560211E0,-3.058140564E-1
1.015504417E0,-1.035546570E0,-8.399333496E0,-1.757345581E-1
1.025514417E0,-1.760638733E0,-8.918304291E0,-9.205856323E-2
1.035524417E0,-2.662363586E0,-9.520502014E0,-7.719447327E-1
1.045534417E0,-3.096011810E0,-1.007285339E1,-1.654958496E0
1.055544417E0,-3.647315369E0,-1.158740387E1,-3.264411621E0
1.065555417E0,-4.112847290E0,-1.387120468E1,-5.423372040E0
1.075565417E0,-4.540957031E0,-1.650422928E1,-6.426585846E0
1.085575417E0,-3.694317627E0,-1.648656601E1,-4.849315796E0
1.095585417E0,-1.491049347E0,-1.383991974E1,-2.495909729E0
1.105595417E0,-9.367520142E-1,-1.174322983E1,-1.040935364E0
1.115605417E0,-1.959874420E0,-1.112471603E1,-8.414002991E-1
1.125615417E0,-3.286116486E0,-1.184112625E1,-1.748813324E0
1.135626417E0,-4.470603333E0,-1.139505386E1,-3.595223694E0
1.145636417E0,-5.016667786E0,-9.561516724E0,-4.377646637E0
1.155646417E0,-5.198389893E0,-8.238268433E0,-3.912863159E0
1.165656417E0,-5.636678467E0,-7.566315765E0,-2.853216705E0
1.175666417E0,-6.640940094E0,-7.281907196E0,-1.265169067E0
1.185676417E0,-7.684869232E0,-7.170538788E0,-4.567002869E-1
1.195686417E0,-8.341403961E0,-7.271728363E0,-6.283932495E-1
1.205697417E0,-8.415948944E0,-7.262747040E0,-1.567240906E0
1.215707417E0,-7.977810059E0,-7.353308716E0,-2.291434937E0
1.225717417E0,-7.285350037E0,-7.532785492E0,-2.264341278E0
1.235727417E0,-6.368057556E0,-8.449030151E0,-2.674039307E0
1.245737417E0,-5.216202850E0,-8.184679871E0,-4.488416290E0
1.255747417E0,-4.417912903E0,-8.166268158E0,-5.184618530E0
1.265758417E0,-3.807631989E0,-8.393645325E0,-4.380490723E0
1.275768417E0,-3.624412994E0,-8.163424072E0,-3.176244965E0
1.285778417E0,-4.143533478E0,-7.979905701E0,-2.403402100E0
1.295788417E0,-4.847369843E0,-8.164471893E0,-2.519560547E0
1.305798417E0,-5.366190948E0,-8.894503784E0,-1.724264374E0
1.315808417E0,-5.066065063E0,-8.470884705E0,-5.243595886E-1
1.325818417E0,-4.637506256E0,-8.601712646E0,1.471440125E-1
1.335829417E0,-4.663252716E0,-8.630153503E0,1.794318695E0
1.345839417E0,-5.293142853E0,-8.385412445E0,2.729124756E0
1.355849417E0,-5.961952057E0,-8.338859253E0,2.260599060E0
1.365859417E0,-6.021528168E0,-7.542215881E0,2.401306458E0
1.375868875E0,-5.830225983E0,-6.780599670E0,2.163301392E0
1.385878875E0,-5.383255463E0,-6.487209778E0,2.172582092E0
1.395888875E0,-4.979994049E0,-5.749543762E0,3.748055878E0
1.405899875E0,-5.598507843E0,-5.395080872E0,5.411995697E0
1.415909875E0,-5.703888702E0,-4.977299652E0,7.481292572E0
1.425919875E0,-5.007686462E0,-4.161645813E0,8.876241760E0
1.435929875E0,-4.259691925E0,-3.718118134E0,9.907746735E0
1.445939875E0,-3.355721741E0,-2.741399231E0,1.004351440E1
