"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.109374967E-3,-7.365801185E-2,5.585064366E-2,-6.360740960E-2
1.216437505E-2,-3.567212448E-2,6.745674461E-2,-2.543440089E-2
2.221937501E-2,2.329212800E-2,7.219796628E-2,-1.301688049E-2
3.227537498E-2,9.797354043E-2,1.167709157E-1,-2.410951257E-2
4.233037506E-2,1.686908454E-1,1.824127734E-1,-3.787779063E-2
5.238537502E-2,2.192215621E-1,2.102729678E-1,-4.255763069E-2
6.244037498E-2,2.399295121E-1,2.596471906E-1,-3.975864500E-2
7.249537506E-2,2.292455733E-1,2.979944646E-1,-3.376233578E-2
8.255137503E-2,2.033258229E-1,2.949246168E-1,-3.027838841E-2
9.260637499E-2,1.630797237E-1,2.747837305E-1,5.204365589E-4
1.026613750E-1,1.098058373E-1,2.402976453E-1,3.782146797E-2
1.127163750E-1,6.034376472E-2,2.264846712E-1,6.835735589E-2
1.227713750E-1,2.160329185E-2,2.370526195E-1,9.484808147E-2
1.328263750E-1,-7.882817648E-3,2.864010036E-1,1.136947125E-1
1.428823750E-1,-4.868386313E-3,3.236130774E-1,1.162611991E-1
1.529373750E-1,2.499991097E-2,3.265389800E-1,1.384414881E-1
1.629923750E-1,5.624065548E-2,3.031441867E-1,1.921313405E-1
1.730473751E-1,6.923206151E-2,2.404835820E-1,2.787327170E-1
1.831023750E-1,1.093877405E-1,2.667370141E-1,3.454792500E-1
1.931583750E-1,1.842281669E-1,3.099911213E-1,3.439532816E-1
2.032133749E-1,2.831563354E-1,3.166748583E-1,2.997924685E-1
2.132683750E-1,3.858712614E-1,3.649599850E-1,2.774682343E-1
2.233233750E-1,4.714415669E-1,4.386544526E-1,2.974424660E-1
2.333783749E-1,5.158995986E-1,5.159406662E-1,3.408111036E-1
2.434333750E-1,5.134284496E-1,5.751891136E-1,3.714244068E-1
2.534893750E-1,4.536952078E-1,6.479005218E-1,3.605674207E-1
2.635443750E-1,3.333251178E-1,6.780693531E-1,3.354679048E-1
2.735993750E-1,1.659771055E-1,6.552313566E-1,3.361277580E-1
2.836543750E-1,-3.779199347E-2,6.101235747E-1,4.188892245E-1
