Mean Acc_X,Std Dev Acc_X,Min Acc_X,Max Acc_X,Mean Acc_Y,Std Dev Acc_Y,Min Acc_Y,Max Acc_Y,Mean Acc_Z,Std Dev Acc_Z,Min Acc_Z,Max Acc_Z
-0.1774428486316727,1.205006430910187,-2.6469381637,7.461773162899999,-0.2561253105435621,1.798966725100434,-5.0101488418,6.501302970999999,9.497642908719742,0.9050430348158837,6.061951606750001,12.301291832
