Mean Gyro_X,Std Dev Gyro_X,Min Gyro_X,Max Gyro_X,Mean Gyro_Y,Std Dev Gyro_Y,Min Gyro_Y,Max Gyro_Y,Mean Gyro_Z,Std Dev Gyro_Z,Min Gyro_Z,Max Gyro_Z
-0.06988127699981894,0.5336496299082015,-4.93654764895,1.85948644539,0.19248314767809824,0.9711951466057864,-0.5127291584275,7.785674142749999,0.09753968436436057,0.6660291454682152,-1.03369203948,6.5728478193
